Name	Set	Imagefile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Dress Sakura	SE03	FHSE03-020_C	CH	G	C	FH/SE03-020	1	1	5000	1	1	Master, Dress	Senpai seeing this made me a little happy	[A]When this card attacks, if <<Escort>>is in the Climax slot, choose 1 of your other Characters, during this turn, it gets +1500 Power and this card gets +1500 Power.	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Battle Stance Bazett	SE03	FHSE03-021_C	CH	G	C	FH/SE03-021	2	1	8000	1	1	Master, Men Clothing	--- Calculating enemy strength. You take on the servant	[A]When <<The Sword Of The Gorging War God >> is placed into your Climax slot, you may place the top card of your Deck under this card as a marker.	[A][(3) Place 1 marker under this card into the Waiting Room]When your opponent places a Climax into the Climax slot, you may pay the cost. If you do, place the Character facing this card into the Waiting Room.	
Swimsuit Sella & Riz	SE03	FHSE03-022_C	CH	G	C	FH/SE03-022	2	3	9500	2	1	Maid, Swimsuit	Sella: "... Heh. We don't reveal more than necessary"	[S][Put 1 of your <Master> Characters to REST]During this turn, this card gets +1000 Power.		
Escort	SE03	FHSE03-023_C	CX	G	C	FH/SE03-023					2		Sakura: "Senpai is like a knight with white horse"	[C]All your Characters get +2 Soul.		
Important Place	SE03	FHSE03-024_C	CX	G	C	FH/SE03-024					2		Sakura: "--- That's right. I was placed here"	[A]When this card is placed in the Climax slot from hand, draw 1 card, choose 1 of your Characters, during this turn, it gets +2000 Power, +1 Soul.		
The Sword Of The Gorging War God 	SE03	FHSE03-025_C	CX	G	C	FH/SE03-025					S		That Which Comes Later Cuts First	[C]All your Characters get +1000 Power, +1 Soul.		
Favoured Place	SE03	FHSE03-026_C	CX	G	C	FH/SE03-026					2		Hey. Are you fishing?	[A]When this card is placed in the Climax slot from hand, place the top card of your Deck into Stock, during this turn, all your Characters get +1 Soul.		
Edelfelt Sisters	SE03	FHSE03-027_R	CH	R	R	FH/SE03-027	0	0	2500	1	0	Master, Twins	Pleased to meet you, magician of the wilderness	[A][(1) Place 2 cards into Waiting Room from hand]When this card is placed on Stage from hand, you may pay the cost. If you do, choose up to 2 Characters with <<Saber>> in the name, return them to hand.		
Magical Girl Kaleido Ruby	SE03	FHSE03-028_R	CH	R	R	FH/SE03-028	1	0	4500	1	0	Master, Magic	Sorry to keep you waiting! Magical Girl Kaleido Ruby, born here!	[A][(1)Discard 1 card to Waiting Room from hand, place this card into Waiting Room]When <<Mimic Tohsaka>> is placed into your Climax slot, you may pay the cost. If you do, choose 1 Character with <<Rin>> in the name, place it in this card's previous border. 	[S] CONCENTRATE [(1)]Place the top 4 cards of your Deck into the Waiting Room. Search your Deck for up to X Characters with <<Rin>> in the name, place it in your hand. Shuffle your Deck afterwards. Choose X cards from your hand, place it in the Waiting Room. X is equal to the number of Climax placed in those cards.	
Tyrant Saber Alter	SE03	FHSE03-029_R	CH	R	R	FH/SE03-029	3	2	10000	2	1	Servant, Weapon	-eats-	[A][(1)]When this card is placed on Stage from hand, you may pay the cost. If you do, deal 1 damage to your opponent. 	[A]When this card is attacked or attacks, place the top card of your Stock under this card as a marker.	[S][Place 2 markers under this card in the Waiting Room]Deal 1 damage to your opponent.
Tohsaka Shrine's Priestess Rin	SE03	FHSE03-030_C	CH	R	C	FH/SE03-030	0	0	3000	1	0	Master, Miko	People used to say this: "Whatever will be, will be"			
Tohsaka Shrine's Priest Archer	SE03	FHSE03-031_C	CH	R	C	FH/SE03-031	1	1	5000	1	1	Servant, God	Why do I have to...	[C]If you have 3 or more <<Tohsaka Shrine's Priestess Rin>> in your Waiting Room, this card gets +1500 Power. 	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Swimsuit Rin	SE03	FHSE03-032_C	CH	R	C	FH/SE03-032	2	1	7000	1	1	Master, Swimsuit	Be prepared, we shall have fun now-!	[A]This ability can be used up to 1 time per turn. When you use a [S], during this turn, this card gets +1000 Power. 	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Red Under The Moonlight Rin & Archer	SE03	FHSE03-033_C	CH	R	C	FH/SE03-033	2	2	8500	2	1	Master, Servant	Rin: "Will you come with me, Archer?"	[C]For each <<Red Under The Moonlight Rin & Archer>> in your Waiting Room, this card gets +500 Power.		
Mimic Tohsaka	SE03	FHSE03-034_C	CX	R	C	FH/SE03-034					D		Hehe, surprised?	[C]All your Characters get +1000 Power, +1 Soul.		
Mysterious Girl Caren	SE03	FHSE03-035_R	CH	B	R	FH/SE03-035	0	0	500	1	0	Master, Music	You don't know? He said "Fulfill the wish"	[A] This skill can be used up to 1 time per turn. When you use a [S], choose 1 of your Characters, during this turn, it gets +1000 Power. 	[A][(2)]When you Level up, you may pay the cost. If you do, draw 1 card.	
Energetic Ilya	SE03	FHSE03-036_R	CH	B	R	FH/SE03-036	1	0	5000	1	0	Master, Homunculus	Yay------!	[A] When <<Good Night>> is placed into your Climax slot, during this turn, this card gets +1000 Power.	[A][(4)]When <<Good Night>> is placed into your Climax slot, if this card is in the front row, you may pay the cost. If you do, choose up to 1 Level 2 or below <Servant> Character from your hand, place it on Stage in any slot.	
Kuzuki Medea	SE03	FHSE03-037_R	CH	B	R	FH/SE03-037	1	1	5000	1	1	Servant, Master	I'll eat anything that Souichirou-sama makes	[A][(2)] When this card attacks, if <<Hammer Of The Witch>> is in the Climax slot, you may pay the cost. If you do, choose 1 of your opponent's front row Cost 1 or below Characters, place it at the bottom of the Deck, then choose up to 1 of your opponent's front row Characters with the same name, place it at the bottom of the Deck.	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Swimsuit Ilya	SE03	FHSE03-038_C	CH	B	C	FH/SE03-038	0	0	500	1	0	Master, Swimsuit	.... Then, what about me?	[C]All your other Characters with << [A]ENCORE [Place the top card of your Deck into Clock]>> get +500 Power. 	[A] BOND/<<Battering Ram Ilya & Berserker>> [(1)] (When you place this card on Stage from hand, you may pay the cost. If you do, choose 1 <<Battering Ram Ilya & Berserker>> from your Waiting Room and place it into your hand)	
Caren Ortensia	SE03	FHSE03-039_C	CH	B	C	FH/SE03-039	0	0	500	1	0	Master, Music	That was --- a prayer-like performance	[C] SUPPORT All your Characters in front of this card get +500 Power.	[A][(2)]When this card is placed on Stage from hand, you may pay the cost. If you do, choose 1 of your opponent's Level 3 or Below Characters. At your opponent's next stand phase, that Character cannot STAND.	
Magdala's Sacred Shroud Caren	SE03	FHSE03-040_C	CH	B	C	FH/SE03-040	1	0	5500	1	0	Master, Music	Resistance is futile			
Demonic Possession Caren	SE03	FHSE03-041_C	CH	B	C	FH/SE03-041	2	1	7500	1	1	Master, God	.... Okay. If you have questions, ask	[C] During battle, if the Character battling this card is <Demon>, this card gets +X Power. X is equal to that Character's Level x 1500.	[A][(2)]When this card attacks, if <<Spiral Ladder>> is in the Climax slot, you may pay the cost. If you do, you may place the top card of your Clock into the Waiting Room, choose 1 of your other Characters, during this turn, it gains the following ability. <<[C]Even if this Character Side Attacks, no Soul is deducted.>>	
Battering Ram Ilya & Berserker	SE03	FHSE03-042_C	CH	B	C	FH/SE03-042	2	2	8000	2	1	Master, Servant	Illya: "Not sure we'll be able to get there, but we can't just always rely on Rin"	[A]ENCORE [Place the top card of your Deck into Clock] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	[S][Discard 1 card from hand to Waiting Room]During this turn, this card gets +2500 Power.	
Good Night	SE03	FHSE03-043_C	CX	B	C	FH/SE03-043					B		Illya: "... Hey. Can you move over a little bit more?"	[C] All your Characters get +1000 Power, +1 Soul.		
Spiral Ladder	SE03	FHSE03-044_C	CX	B	C	FH/SE03-044					2		I thought of this before, but you're like a rock star	[C]All your Characters get +2 Soul.		
Hammer Of The Witch	SE03	FHSE03-045_C	CX	B	C	FH/SE03-045					2		--- Right, just burn them all, Avenger	[A]When this card is played to the Climax slot from hand, draw 1 card, then choose 1 of your Characters, during this turn, it gets +2000 Power, +1 Soul.		
Maid Clothes Saber	SE03	FHSE03-046_PR	CH	Y	PR	FH/SE03-046	0	0	2500	1	0	Servant, Maid		[A]When you Level up, during this turn, all your Characters get Level+1.		
Maid Clothes Rin	SE03	FHSE03-047_PR	CH	R	PR	FH/SE03-047	0	0	2500	1	0	Master, Maid		[A][(2)]When you Level up, you may pay the cost. If you do, choose 1 <Maid> Character from your Waiting Room, return it to hand.		
Maid Clothes Sakura	SE03	FHSE03-048_PR	CH	G	PR	FH/SE03-048	0	0	2500	1	0	Master, Maid		[A]When you Level up, choose 1 of your Characters, during this turn, it gets +1000 Power.		
Maid Clothes Rider	SE03	FHSE03-049_PR	CH	G	PR	FH/SE03-049	0	0	2000	1	0	Servant, Maid		[A]When you Level up, you may draw 1 card. If you do, discard 1 card from hand to Waiting Room.		
Always Elegant Rin	SE03	FHSE03-050_PR	CH	R	PR	FH/SE03-050	1	0	5000	1	0	Master, Jewel		[S][Put 1 of your <Master> Characters to REST]During this turn, this card gets +1000 Power. 		
Always Elegant Rin	SE03	FHSE03-051_PR	CH	R	PR	FH/SE03-051	1	0	5000	1	0	Master, Jewel		[S][Put 1 of your <Master> Characters to REST]During this turn, this card gets +1000 Power. 		
Priestess Clothes Saber SP	SE03	FHSE03-006_SP	CH	Y	SP	FH/SE03-006	0	0	2500	1	0	Servant, Miko		[C]If you have 1 or less Climax in your Waiting Room, this card gets +1000 Power.		
Stheno & Euryale SP	SE03	FHSE03-012_SP	CH	G	SP	FH/SE03-012	0	0	1500	1	0	God, Twins		[C]If you have another <<Stheno & Euryale>>, all your other Characters with <<Rider>> in the name get +1000 Power. 		
Tohsaka Shrine's Priestess Rin SP	SE03	FHSE03-030_SP	CH	R	SP	FH/SE03-030	0	0	3000	1	0	Master, Miko				
Guardian Saber H	SE03	FHSE03-001H_R	CH	Y	SR	FH/SE03-001	1	0	6000	1	0	Servant, Weapon	I shall use this blade to respond to your challenges---!	[A][(2)]When <<Decisive Battle! Dead Bridge>> is placed in your Climax Slot, you may pay the cost. If you do, during this turn, this card gains the following ability. <<[C]When this card attacks, choose 1 of your opponent's back row Characters. You may front attack that card as the defending Character.>> 	[A]When the card battling this Character becomes REVERSE, place that card into Stock.	
Child Idol Gilgamesh H	SE03	FHSE03-002H_R	CH	Y	SR	FH/SE03-002	1	1	5500	1	1	Servant, Royalty	Eh? Uh, it should be "good day to you" at this time... right?	[A][(1) Place this card in the Waiting Room]When <<Star Of Creation That Splits Apart Heaven And Earth>>is placed into the Climax slot, you may pay the cost. If you do, search your Deck for up to 1 <Servant> Character your current Level or below, place it in this card's previous slot. Shuffle your Deck.		
All The Evil In This World Avenger H	SE03	FHSE03-003H_R	CH	Y	SR	FH/SE03-003	2	1	7500	1	1	Servant, Void	---Not that I want to brag, but no human can top me	[A][(3)]During this card's battle, when the damage you receive does not cancel, you may pay the cost. If you do, deal the same damage to your opponent.		
Anti-Hero Avenger	SE03	FHSE03-004H_C	CH	Y	C	FH/SE03-004	0	0	500	1	0	Servant, Void	Hey, you woke up, Master	[C]If you have 2 or more other <Master> Characters, this card gets <Master>, treat this card's name as <<Emiya Shirou>>. 	[C] All your other <Master> Characters gain <<[A] ENCORE [Place the top card of your Deck into Clock]>>.	
Hotaruzuka Otoko H	SE03	FHSE03-005H_C	CH	Y	C	FH/SE03-005	0	0	500	1	0	Alcohol	Well done, You can clock out now	[C] SUPPORT All the Characters in front of this card get +1 Level. 	[A]When you Level up, choose 1 of your Characters, during this turn, it gets +1000 Power.	
Priestess Clothes Saber H	SE03	FHSE03-006H_C	CH	Y	C	FH/SE03-006	0	0	2500	1	0	Servant, Miko	Thank you, but I'm still one that serves the gods	[C]If you have 1 or less Climax in your Waiting Room, this card gets +1000 Power.		
Peaceful Everyday Saber H	SE03	FHSE03-007H_C	CH	Y	C	FH/SE03-007	1	1	3500	1	1	Servant, Royalty	What, what is it Shirou	[C]During your turn, all your other Characters get +X Power. X is equal to the Character's Level x 500.	[A] CHANGE [Place this card in Clock]At the beginning of your Draw Phase, you may pay the cost. If you do, choose 1 <<King Of The Pool Saber>> from your Waiting Room, place it in this card's previous slot.	
King Of The Pool Saber H	SE03	FHSE03-008H_C	CH	Y	C	FH/SE03-008	2	2	9000	2	1	Servant, Swimsuit	Um, Shirou... Is there something odd			
Decisive Battle! Dead Bridge H	SE03	FHSE03-009H_C	CX	Y	C	FH/SE03-009					2		Archer: "Go on ahead Saber. Heh, even I got played on"	[A]When this card placed into the Climax slot from have, draw 1 card, choose 1 of your Characters, during this turn, it gets +2000 Power, +1 Soul.		
Star Of Creation That Splits Apart Heaven And Earth H	SE03	FHSE03-010H_C	CX	Y	C	FH/SE03-010					1W		The wandering thoughts that drives people insane---!!	[C]All your Characters gets +1000 Power, +1 Soul.		
Never-Ending Holy Grail War Bazett H	SE03	FHSE03-011H_R	CH	G	SR	FH/SE03-011	0	0	1000	1	0	Master, Men Clothing	------ Then, you're my enemy	[A]When this card attacks, if it is the first player's turn, during this turn, you can attack up to 2 times.	[A] When this card becomes REVERSE in battle, you take 2 damage.	
Stheno & Euryale H	SE03	FHSE03-012H_R	CH	G	SR	FH/SE03-012	0	0	1500	1	0	God, Twins	Good things? Beautiful beings dancing clumsily on top of this... that's the true beauty	[C]If you have another <<Stheno & Euryale>>, all your other Characters with <<Rider>> in the name get +1000 Power.	[C] All your other characters with <<Rider>> in the name gain the following ability. <<[C] This card cannot be put to REVERSE by your opponent's [A] abilities. This card cannot side attack.>>	
Same Fate Sakura & Rider H	SE03	FHSE03-013H_R	CH	G	SR	FH/SE03-013	1	0	5000	1	0	Master, Servant	Sakura: "Rider, focus on guarding the wall. I'll fight whomever breaks through	[A]When this card attacks, if <<Important Place>> is in the Climax slot, during this turn, all your Characters get +1000 Power.		
Regretful Farewell Bazett H	SE03	FHSE03-014H_R	CH	G	SR	FH/SE03-014	1	0	5000	1	1	Master, Men Clothing	---Why? Making something disappear means 0, no?	[A][(1)]When the Character battling this card becomes REVERSE, you may pay the cost. If you do, your opponent returns all the cards from the Waiting Room to the Deck. Shuffle the Deck afterwards.		
Casual Days Lancer H	SE03	FHSE03-015H_R	CH	G	SR	FH/SE03-015	1	1	5000	1	1	Servant, Weapon	Connaught is the strongest warrior in the world. There's only 1 person in this world that I wouldn't want to fight	[A]When this card attacks, if <<Favoured Place>> is in the Climax slot, during this turn, this card gets +1500 Power and gains the following ability. <<[A]When the Character battling this card becomes REVERSE, you may place up to the top X cards of your Deck into Stock. X is equal to that Character's Level.>> 	[S][Place 1 of your <Servant> or <Weapon> Characters into Clock from Stage]During this turn, this card gets +5000 Power.	
Memories Of The Past Bazette & Lancer H	SE03	FHSE03-016H_R	CH	G	SR	FH/SE03-016	3	2	10000	2	1	Master, Servant	Lancer: "I didn't say farewell..."	[C]If you have 5 or more Stock, this card gets +1000 Power.	[C]The Character facing this card gets -1 Soul.	[S][(1)]Choose 1 of your other Characters, during this turn, it gets +1000 Power.
Swimsuit Sakura H	SE03	FHSE03-017H_C	CH	G	SR	FH/SE03-017	0	0	500	1	0	Master, Swimsuit	I thought this is a bit revealing, but this brought out my courage!	[A][(2)]When this card is placed on Stage from hand, you may pay the cost. If you do, search your Deck for up to 1 <<Swimsuit Rin>>, show it to your opponent and place it into your hand. Shuffle your Deck afterwards.	[A] BOND/<<Swimsuit Rider>> [(1)] (When you place this card on Stage from hand, you may pay the cost. If you do, choose 1 <<Swimsuit Rider>> from your Waiting Room and place it into your hand)	
Bazett Fraga McRemitz H	SE03	FHSE03-018H_C	CH	G	SR	FH/SE03-018	0	0	2500	1	0	Master, Men Clothing	If it's a servant, I'll defeat it	[C]If there are 6 or less cards in your Waiting Room, this card gets +1000 Power.		
Swimsuit Rider H	SE03	FHSE03-019H_C	CH	G	SR	FH/SE03-019	1	0	2000	1	0	Servant, Swimsuit	The two of you, please enjoy---	[A]When you use this card's <<ASSIST>>, choose 1 of your <Master> Characters, during this turn, it gets +1000 Power. 	[S][COUNTER] ASSIST 1000 Level 1 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +1000 Power)	
Dress Sakura H	SE03	FHSE03-020H_C	CH	G	SR	FH/SE03-020	1	1	5000	1	1	Master, Dress	Today, senpai will try to fulfill any wish I have, right?	[A]When this card attacks, if <<Escort>>is in the Climax slot, choose 1 of your other Characters, during this turn, it gets +1500 Power and this card gets +1500 Power.	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Battle Stance Bazett H	SE03	FHSE03-021H_C	CH	G	SR	FH/SE03-021	2	1	8000	1	1	Master, Men Clothing	--- Calculating enemy strength. You take on the servant	[A]When <<The Sword Of The Gorging War God >> is placed into your Climax slot, you may place the top card of your Deck under this card as a marker.	[A][(3) Place 1 marker under this card into the Waiting Room]When your opponent places a Climax into the Climax slot, you may pay the cost. If you do, place the Character facing this card into the Waiting Room.	
Swimsuit Sella & Riz H	SE03	FHSE03-022H_C	CH	G	SR	FH/SE03-022	2	3	9500	2	1	Maid, Swimsuit		[S][Put 1 of your <Master> Characters to REST]During this turn, this card gets +1000 Power.		
Escort H	SE03	FHSE03-023H_C	CX	G	SR	FH/SE03-023					2		Sakura: "I've always wanted a guy in a suit to come pick me up"	[C]All your Characters get +2 Soul.		
Important Place H	SE03	FHSE03-024H_C	CX	G	SR	FH/SE03-024					2		Sakura: "I was trusted to guard this place---!"	[A]When this card is placed in the Climax slot from hand, draw 1 card, choose 1 of your Characters, during this turn, it gets +2000 Power, +1 Soul.		
The Sword Of The Gorging War God H	SE03	FHSE03-025H_C	CX	G	SR	FH/SE03-025					S		That Which Comes Later Cuts First	[C]All your Characters get +1000 Power, +1 Soul.		
Favoured Place H	SE03	FHSE03-026H_C	CX	G	SR	FH/SE03-026					2		Hey. Are you fishing?	[A]When this card is placed in the Climax slot from hand, place the top card of your Deck into Stock, during this turn, all your Characters get +1 Soul.		
Edelfelt Sisters H	SE03	FHSE03-027H_R	CH	R	SR	FH/SE03-027	0	0	2500	1	0	Master, Twins	Do we need to know each other's names?	[A][(1) Place 2 cards into Waiting Room from hand]When this card is placed on Stage from hand, you may pay the cost. If you do, choose up to 2 Characters with <<Saber>> in the name, return them to hand.		
Magical Girl Kaleido Ruby H	SE03	FHSE03-028H_R	CH	R	SR	FH/SE03-028	1	0	4500	1	0	Master, Magic	Sorry to keep you waiting! Magical Girl Kaleido Ruby, born here!	[A][(1)Discard 1 card to Waiting Room from hand, place this card into Waiting Room]When <<Mimic Tohsaka>> is placed into your Climax slot, you may pay the cost. If you do, choose 1 Character with <<Rin>> in the name, place it in this card's previous border. 	[S] CONCENTRATE [(1)]Place the top 4 cards of your Deck into the Waiting Room. Search your Deck for up to X Characters with <<Rin>> in the name, place it in your hand. Shuffle your Deck afterwards. Choose X cards from your hand, place it in the Waiting Room. X is equal to the number of Climax placed in those cards.	
Tyrant Saber Alter H	SE03	FHSE03-029H_R	CH	R	SR	FH/SE03-029	3	2	10000	2	1	Servant, Weapon	-eats-	[A][(1)]When this card is placed on Stage from hand, you may pay the cost. If you do, deal 1 damage to your opponent. 	[A]When this card is attacked or attacks, place the top card of your Stock under this card as a marker.	[S][Place 2 markers under this card in the Waiting Room]Deal 1 damage to your opponent.
Tohsaka Shrine's Priestess Rin H	SE03	FHSE03-030H_C	CH	R	SR	FH/SE03-030	0	0	3000	1	0	Master, Miko	People used to say this: "Whatever will be, will be"			
Tohsaka Shrine's Priest Archer H	SE03	FHSE03-031H_C	CH	R	SR	FH/SE03-031	1	1	5000	1	1	Servant, God	Why do I have to...	[C]If you have 3 or more <<Tohsaka Shrine's Priestess Rin>> in your Waiting Room, this card gets +1500 Power. 	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Swimsuit Rin H	SE03	FHSE03-032H_C	CH	R	SR	FH/SE03-032	2	1	7000	1	1	Master, Swimsuit	......... Idiot	[A]This ability can be used up to 1 time per turn. When you use a [S], during this turn, this card gets +1000 Power. 	[A]ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Red Under The Moonlight Rin & Archer H	SE03	FHSE03-033H_C	CH	R	SR	FH/SE03-033	2	2	8500	2	1	Master, Servant	Archer: "This is finally--- the end. Fighting with all you got - that's about it"	[C]For each <<Red Under The Moonlight Rin & Archer>> in your Waiting Room, this card gets +500 Power.		
Mimic Tohsaka H	SE03	FHSE03-034H_C	CX	R	SR	FH/SE03-034					D		..................	[C]All your Characters get +1000 Power, +1 Soul.		
Mysterious Girl Caren H	SE03	FHSE03-035H_R	CH	B	SR	FH/SE03-035	0	0	500	1	0	Master, Music	Disappear, criminal. There's no place for you on this world	[A] This skill can be used up to 1 time per turn. When you use a [S], choose 1 of your Characters, during this turn, it gets +1000 Power. 	[A][(2)]When you Level up, you may pay the cost. If you do, draw 1 card.	
