Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
President Raspberyl	SE08	DGSE08-11_C	CH	Y	C	DG/SE08-11	2	2	8000	2	1	Demon, Bad	The manifest is "a good deed a day"! I want this NetherWorld to become the gathering spots of baddies!	[A] When you use a BRAINSTORM, and as a result at least 1 Climax card was put to the Waiting Room, this card gains +2000 Power for the turn.	[A] When damage dealt by this card is Damage Canceled, this card gains +3000 Power for the turn.	
Prinny Wars	SE08	DGSE08-12_C	CX	Y	C	DG/SE08-12					2		Prinnies and those who educate prinnies are all to be exterminated, EXTERMINATED!!	[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Phoenix's Promise	SE08	DGSE08-13_C	CX	Y	C	DG/SE08-13					1F		I want to be able to acknowledge my own power this time	[C] All your Characters gain +1000 Power and +1 Soul.		
Phantom Thief Angel Altina	SE08	DGSE08-14_R	CH	G	R	DG/SE08-14	1	0	5000	1	0	Angel, Phantom Thief	Of course, I've been praying as much as I can since the beginning!	[A] [REST 2 of your Characters in STAND] When this card is placed from hand to the Stage, you may pay cost. If so, choose 1 of your Characters. That Character gains <<[A] When the Battle Opponent of this card becomes turned to REVERSE, you may put the top card of your Deck in the Stock>> for the turn.		
Archangel Flonne	SE08	DGSE08-15_R	CH	G	R	DG/SE08-15	1	1	3500	1	1	Angel, Love	Love! Prayers come from the power of love!	[C] ASSIST All your Level 2 or higher Characters in front of this card gain +1000 Power.	[S] [(2) REST 2 of your Characters] Search your Deck for up to 1 <Demon>, <Angel>, or <Love> Character, reveal it, and put it in your hand. Shuffle your Deck.	
Ubiquitous Altina	SE08	DGSE08-16_R	CH	G	R	DG/SE08-16	2	1	6000	1	1	Angel, Phantom Thief	Hehehe. Take care, everyone	[A] Your other Character in your Front Row Center Slot gains +1000 Power.	[A] At the beginning of your Encore Step, if <<Bond Between Angel and Demon>> is in the Climax Zone, REST this card and put it in any Slot you desire. (It can be the same Slot this card is currently in.)	
Nurse Altina	SE08	DGSE08-17_C	CH	G	C	DG/SE08-17	0	0	1000	1	0	Nurse, Love	If you want to drink my blood, please do	[A] BOND/<<Tyrant Valvatorez>> [(1)]		
Convictor Nemo	SE08	DGSE08-18_C	CH	G	C	DG/SE08-18	0	0	2000	1	0	Spirit, Glasses	I'm not a criminal. I'm a convictor to deal with crimes committed by humans	[A] When this card becomes turned to REVERSE while battling, you may choose a card in your Opponent's Clock and put it in the Waiting Room. If so, your Opponent puts the top card of his or her Deck to the Clock.		
Angel of Greed Vulcano (?)	SE08	DGSE08-19_C	CH	G	C	DG/SE08-19	0	0	3000	1	0	Angel, Phantom Thief	A demon that promotes social reform? You're a strange vampire			
Nice Body Etna	SE08	DGSE08-20_C	CH	G	C	DG/SE08-20	0	0	3500	1	0	Demon, Weapon	I will not relinquish my nice body!!!	[A] When this card is placed from hand to the Stage, choose 1 Climax card in your Opponent's Waiting Room and return it to the Deck. Your Opponents shuffles that Deck.		
Illegal Immigrant from Heaven Altina	SE08	DGSE08-21_C	CH	G	C	DG/SE08-21	1	1	6000	1	0	Angel, Phantom Thief	Just wait, Archangel-sama. We just need a little bit more to achieve our goal amount	[C] If there are 4 or more cards in your Stock, this card gains +1000 Power.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Super Alloy Robot Great Flonneger X	SE08	DGSE08-22_C	CH	G	C	DG/SE08-22	2	2	8500	2	1	Mecha, Love	Archangel Flonne: "To protect the blue Earth, it comes from another dimension! The power of prayers of love!!"	[A] When this card is placed from hand to the Stage, if there are 5 or fewer cards in your Deck, return all cards in your Waiting Room to your Deck. If you do, shuffle that Deck, and this card gains +3000 Power until the end of your Opponent's next turn.		
Bond Between Angel and Demon	SE08	DGSE08-23_C	CX	G	C	DG/SE08-23					S		Valvatorez: "Hey... Why did you protect me?"	[C] All your Characters gain +1000 Power and +1 Soul.		
Caretaker of Prinnies Fenrich	SE08	DGSE08-24_R	CH	R	R	DG/SE08-24	0	0	2000	1	0	Demon, Animal	...The initiatives shall be taken here	[A] [(2)] When this card is placed from hand to the Stage, you may pay cost. If you do, choose a <Prinny> Character in your Waiting Room and return it to your hand.	[A] [(2)] When this card is placed from Stage to the Waiting Room, you may pay cost. If you do, choose a <Blood> Character in your Waiting Room and return it to your hand.	
Sardine Power Valvatorez	SE08	DGSE08-25_R	CH	R	R	DG/SE08-25	0	0	2500	1	0	Demon, Blood	This is great -- the small fish called "Sardine"!!!	[C] If you have 1 or fewer other Characters, this card gains +1000 Power and <<[C] This card cannot be turned to REVERSE by an Opponent Character's [A] effects>>.		
Asthetics of Evil Valvatorez	SE08	DGSE08-26_R	CH	R	R	DG/SE08-26	1	0	5000	1	0	Demon, Blood	How many times do I have to tell you!? A demon full of pride like me does not break promises!	[S] BRAINSTORM [(1)] Reveal the top 4 cards of your Deck and put them in the Waiting Room. For each Climax card revealed, choose 1 of your <Demon> Characters. That Character gains +2000 Power for the turn.		
Tyrant Valvatorez	SE08	DGSE08-27_R	CH	R	R	DG/SE08-27	2	1	5000	1	1	Demon, Blood	My pride does not allow me to drink blood from humans who aren't afraid of demons	[A] When this card is placed from hand to the Stage, choose another of your <Demon> Charcaters. That Character gains +1000 Power for the turn.	[A] When this card becomes turned to REVERSE, if its Battle Opponent is Level 2 or lower, you may REVERSE that Character.	
Strategist of Val-sama Fenrich	SE08	DGSE08-28_R	CH	R	R	DG/SE08-28	2	1	6500	1	1	Demon, Animal	The un-demon-like "trusting allies" thing is a special power for our lord Valvatorez-sama	[A] When another of your battling <Demon> Characters becomes turned to REVERSE, choose 1 of your Characters. That Character gains +2000 Power for the turn.		
Educator of Prinnies Valvatorez	SE08	DGSE08-29_C	CH	R	C	DG/SE08-29	0	0	1000	1	0	Demon, Blood	Alright, I will show you how an educator of prinnies fight!!	[C] All your other <Prinny> Characters gain +500 Power.	[A] When this card becomes turned to REVERSE, if its Battle Opponent is Level 0 or lower, you may REVERSE that Character.	
Butler of Werewolves Fenrich	SE08	DGSE08-30_C	CH	R	C	DG/SE08-30	0	0	2500	1	0	Demon, Animal	Sir...! To promise somthing trifle like that perplexes me!	[C] If you have 1 or fewer other Characters, all your other Characters gain +1500 Power.		
Absolute Allegiance Fenrich	SE08	DGSE08-31_C	CH	R	C	DG/SE08-31	1	0	5000	1	0	Demon, Animal	This moon shall serve as my pledge of allegiance to my lord	[A] When damage dealt by this card is Damage Canceled, if <<Pledge by Moon>> is in your Climax Zone, choose a Character in your Waiting Room and return it to your hand.		
President Overlord Laharl	SE08	DGSE08-32_C	CH	R	C	DG/SE08-32	1	1	7000	1	0	Demon, Weapon	The protagonist of this world can only be one person! That's ME! Overlord Laharl, President!!			
Demon with Pride Valvatorez	SE08	DGSE08-33_C	CH	R	C	DG/SE08-33	2	1	2500	1	1	Demon, Blood	Don't worry about me. Let me handle this	[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card card from hand to the Waiting Room]		
Traitor to Gods Valvatorez	SE08	DGSE08-34_C	CH	R	C	DG/SE08-34	3	2	10000	2	1	Demon, Blood	... Shall we carry forth on the path of treachery to the Gods?	[C] If you have 3 or more other <Demon>, <Angel>, or <Prinny> Characters, this card gains +1000 Power.	[C] Character opposite this card gets -1 Soul.	[A] [(1)] When <<Power of "Bond">> is placed to your Climax Zone, if this card is in Front Row, you may pay cost. If so, choose a Level 3 or lower Character in Opponent's Front Row, and put it in the Waiting Room.
Power of "Bonds"	SE08	DGSE08-35_C	CX	R	C	DG/SE08-35					D		---God!! Humans should repay their sins to the demons! You have no reason to be here!!	[C] All your Characters gain +1000 Power and +1 Soul.		
Pledge by Moon	SE08	DGSE08-36_C	CX	R	C	DG/SE08-36					2			[C] All your Characters gain +2 Soul.		
Maiden Aiming for Last Boss Desco	SE08	DGSE08-37_R	CH	B	R	DG/SE08-37	0	0	500	1	0	Demon, Clone	Of, of course, onee-sama!	[C] All your other <Clone> or <Death> Characters gain +500 Power.	[S] BRAINSTORM [(1) REST this card] Reveal the top 4 cards of your Deck and put them in the Waiting Room. For each Climax card revealed, draw a card.	
Fancy Dreaming Desco	SE08	DGSE08-38_R	CH	B	R	DG/SE08-38	1	0	5000	1	0	Demon, Clone	... So, three-stage transformation, as well as using half the world as bait for the hero are all okay, right?	[A] When you use a BRAINSTORM, and as a result at least 1 Climax card was put to the Waiting Room, this card gains +2000 Power for the turn.		
Final Weapon DESCO	SE08	DGSE08-39_R	CH	B	R	DG/SE08-39	3	2	9500	2	1	Demon, Clone	I am the source of chaos that will bring the whole world into a sea of inferno, Final Weapon DESCO!!!	[C] This card gains +X Power, where X = 500 times Level of Character opposite this card.	[A] When this card is placed from hand to Stage or placed via CHANGE to Stage, you may put top card of your Clock to Waiting Room.	[A] When this card is placed from hand to Stage, choose 1 of your Characters in STAND. REST that Character.
Master of Special Section Desco	SE08	DGSE08-40_C	CH	B	C	DG/SE08-40	0	0	2500	1	0	Demon, Clone	I'm not lying!! I, Desco, is the last boss!!	[C] This card gains +1000 Power during your Opponent's turn.		
-62nd Generation President of the Netherworld- Axel	SE08	DGSE08-41_C	CH	B	C	DG/SE08-41	0	0	2500	1	0	Demon, Dark Hero	Be enraptured!! By my beautiful voice! By my song!!	[A] When this card becomes turned to REVERSE while Battling, put this card on bottom of the Deck.	[S] [REST 2 of your <Demon> Characters] Choose 1 of your Characters. That Character gains +2000 Power for the turn.	
Hellmaster Axel	SE08	DGSE08-42_C	CH	B	C	DG/SE08-42	1	0	5500	1	0	Demon, Dark Hero	It's an Axel world!!			
Last Boss Training Desco	SE08	DGSE08-43_C	CH	B	C	DG/SE08-43	2	1	7000	1	1	Demon, Clone	Desco will follow you until Desco becomes a splendid last boss!	[A] [(1)] When <<Final Weapon Appears>> placed to your Climax Zone, if this card is in Front Row, you may pay cost. If so, choose 1 Opponent's Cost 0 or less Character. Put to their Deck bottom.	[A] CHANGE [(2) this card to Waiting Room] Start of your Encore Step, if this card in REST, you may pay cost. If so, put <<Final Weapon DESCO>> from your Waiting Room to Slot this card was in.	
Perfect Version Deszet	SE08	DGSE08-44_C	CH	B	C	DG/SE08-44	2	2	8500	2	1	Demon, Clone	I'm the worst True Last Boss since history began - Deszet-sama!!	[C] If your Opponent's Level is 3 or higher, this card gains +500 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>.		
Final Weapon Appears	SE08	DGSE08-45_C	CX	B	C	DG/SE08-45					B		Hahaha... To think there would be stupid beings that would reopen the cauldron of hell that was sealed with great effort...	[C] All your Characters gain +1000 Power and +1 Soul.		
Hell's Rebels	SE08	DGSE08-46_PR	EV	R	PR	DG/SE08-46	3	3			0		Valvatorez: "This battle is not for the Prinnies!! I have a promise to fulfill. It is a battle for the sardines!!!!"	Deal 5 Damage to your opponent. (Damage can be cancelled)		
Pleinair-san	SE08	DGSE08-47_PR	CH	B	PR	DG/SE08-47	0	0	2500	1	0	Doll		[C] When you have no other Characters, this card gets +2000 Power.		
History's Weakest Protagonist Prinny	SE08	DGSE08-48_PR	CH	G	PR	DG/SE08-48	1	0	4000	1	0	Prinny, Weapon	Universe's greatest joke… We are protagontists tsu!	[A][(2)] When this card is placed from your hand to the Stage, you may pay the cost. Then, search your Deck for a <Prinny> Character, show it to your opponent and add it to your hand. Shuffle your Deck.		
Personality Fuka	SE08	DGSE08-49_PR	CH	Y	PR	DG/SE08-49	2	1	8500	1	1	Prinny, Death	Japan will become independent!			
"Turtle Power" Fuka	SE08	DGSE08-50_PR	CH	Y	PR	DG/SE08-50	0	0	3000	1	0	Prinny, Death	More delicious things are good…			
Elixir of Recovery Fuka	SE08	DGSE08-51_PR	CH	Y	PR	DG/SE08-51	1	0	4500	1	0	Prinny, Death		[A] When this card attacks, all your Characters, during this turn, gain Power +500		
Leader of Prinny Eliminator Squad Fuuka S	SE08	DGSE08-01S_R	CH	Y	SR	DG/SE08-01	1	1	1500	1	1	Prinny, Death		[A] When you use the BACKUP on this card, if you have a <Prinny> Character, choose 1 of your battling Characters. That Character gains +1000 Power for the turn.	[S] [Counter] BACKUP 1500, Level 1 [(1) Discard this card card from hand to the Waiting Room]	
Thoughts of a Maiden Fuuka S	SE08	DGSE08-02S_R	CH	Y	SR	DG/SE08-02	2	1	7500	1	1	Prinny, Death		[A] [Discard a card to the Waiting Room] When <<Prinny Wars>> is placed to your Climax Zone, if this card is in your Front Row, you may pay cost. If so, choose a Level 2 or lower Character opposite this card and return it to the Deck. Your opponent shuffles that Deck.	[A] ENCORE [Put the top card of your Deck in your Clock]	
Reaper Emizel S	SE08	DGSE08-03S_R	CH	Y	SR	DG/SE08-03	2	2	8000	2	1	Demon, Death		[C] If you have 4 or fewer cards in hand, this card gains +1000 Power.	[A] When the Battle Opponent of this card becomes turned to REVERSE, you may put it in the Stock.	
Kazamatsuri Fuuka S	SE08	DGSE08-04S_R	CH	Y	SR	DG/SE08-04	3	2	10000	2	1	Prinny, Death		[C] If 5 or fewer cards in your Deck, this card has -1 Level when in hand.	[A] When placed from hand to the Stage, this card gains +3000 Power & +2 Soul for the turn.	[A] [(1)] When damage dealt from this card is Damage Cancelled, you may pay cost. If so, Opponent may not <<[A] ENCORE>> this card turn (including <<[A] ENCORE [(3)]>> from rules).
Onee-Sama Fuuka S	SE08	DGSE08-05S_C	CH	Y	SC	DG/SE08-05	0	0	500	1	0	Prinny, Death		[C] ASSIST All your Characters in front of this card gain +500 Power.	[A] When this card is placed from hand to the Stage, choose another <Clone> Character of yours. That Character gains +1 Level and +500 Power for the turn.	
Impertinent Kid Emizel S	SE08	DGSE08-06S_C	CH	Y	SC	DG/SE08-06	0	0	500	1	0	Demon, Death		[C] If there's a Climax card in your Opponent's Climax Zone, the Character opposite this card gets -1 Soul.		
Leader of Special Killing Operation Squad Emizel S	SE08	DGSE08-07S_C	CH	Y	SC	DG/SE08-07	0	0	2000	1	0	Demon, Death		[S] BRAINSTORM [(1)] Reveal the top 4 cards of your Deck and put them in the Waiting Room. Search your Deck for up to X <Death> Characters, reveal them, put them in your hand, shuffle your Deck, then discard X cards from your hand to the Waiting Room, where X = # of Climax cards revealed.		
Girl with a Prinny Cap Fuuka S	SE08	DGSE08-08S_C	CH	Y	SC	DG/SE08-08	0	0	2500	1	0	Prinny, Death		[S] [REST 2 of your Characters] This card gains +1 Level and +1500 Power for the turn.		
Middle School Student Who Fell into Hell Fuuka S	SE08	DGSE08-09S_C	CH	Y	SC	DG/SE08-09	1	0	5000	1	0	Prinny, Death		[A] When this card is placed from hand to the Stage, you may return a Climax card from your Opponent's Waiting Room to the Deck. If so, your Opponent shuffles that Deck, and you choose 1 of your Characters. That Character gains +3000 Power for the turn.		
Netherworld President Junior Emizel S	SE08	DGSE08-10S_C	CH	Y	SC	DG/SE08-10	1	1	3500	1	1	Demon, Death		[C] All your other Characters gain +X power during your turn, where X = 500 times Level of that Character.	[A] [(2) Put this card in the Waiting Room] When <<Phoenix's Promise>> is placed to your Climax Zone, you may pay cost. If so, choose an << Reaper Emizel>> in your Waiting Room and put it in the Slot this card was in.	
President Raspberyl S	SE08	DGSE08-11S_C	CH	Y	SC	DG/SE08-11	2	2	8000	2	1	Demon, Bad		[A] When you use a BRAINSTORM, and as a result at least 1 Climax card was put to the Waiting Room, this card gains +2000 Power for the turn.	[A] When damage dealt by this card is Damage Canceled, this card gains +3000 Power for the turn.	
Prinny Wars S	SE08	DGSE08-12S_C	CX	Y	SC	DG/SE08-12					2			[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Phoenix's Promise S	SE08	DGSE08-13S_C	CX	Y	SC	DG/SE08-13					1F			[C] All your Characters gain +1000 Power and +1 Soul.		
Phantom Thief Angel Altina S	SE08	DGSE08-14S_R	CH	G	SR	DG/SE08-14	1	0	5000	1	0	Angel, Phantom Thief		[A] [REST 2 of your Characters in STAND] When this card is placed from hand to the Stage, you may pay cost. If so, choose 1 of your Characters. That Character gains <<[A] When the Battle Opponent of this card becomes turned to REVERSE, you may put the top card of your Deck in the Stock>> for the turn.		
Archangel Flonne S	SE08	DGSE08-15S_R	CH	G	SR	DG/SE08-15	1	1	3500	1	1	Angel, Love		[C] ASSIST All your Level 2 or higher Characters in front of this card gain +1000 Power.	[S] [(2) REST 2 of your Characters] Search your Deck for up to 1 <Demon>, <Angel>, or <Love> Character, reveal it, and put it in your hand. Shuffle your Deck.	
Ubiquitous Altina S	SE08	DGSE08-16S_R	CH	G	SR	DG/SE08-16	2	1	6000	1	1	Angel, Phantom Thief		[A] Your other Character in your Front Row Center Slot gains +1000 Power.	[A] At the beginning of your Encore Step, if <<Bond Between Angel and Demon>> is in the Climax Zone, REST this card and put it in any Slot you desire. (It can be the same Slot this card is currently in.)	
Nurse Altina S	SE08	DGSE08-17S_C	CH	G	SC	DG/SE08-17	0	0	1000	1	0	Nurse, Love		[A] BOND/<<Tyrant Valvatorez>> [(1)]		
Convictor Nemo S	SE08	DGSE08-18S_C	CH	G	SC	DG/SE08-18	0	0	2000	1	0	Spirit, Glasses		[A] When this card becomes turned to REVERSE while battling, you may choose a card in your Opponent's Clock and put it in the Waiting Room. If so, your Opponent puts the top card of his or her Deck to the Clock.		
Angel of Greed Vulcano (?) S	SE08	DGSE08-19S_C	CH	G	SC	DG/SE08-19	0	0	3000	1	0	Angel, Phantom Thief				
Nice Body Etna S	SE08	DGSE08-20S_C	CH	G	SC	DG/SE08-20	0	0	3500	1	0	Demon, Weapon		[A] When this card is placed from hand to the Stage, choose 1 Climax card in your Opponent's Waiting Room and return it to the Deck. Your Opponents shuffles that Deck.		
Illegal Immigrant from Heaven Altina S	SE08	DGSE08-21S_C	CH	G	SC	DG/SE08-21	1	1	6000	1	0	Angel, Phantom Thief		[C] If there are 4 or more cards in your Stock, this card gains +1000 Power.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Super Alloy Robot Great Flonneger X S	SE08	DGSE08-22S_C	CH	G	SC	DG/SE08-22	2	2	8500	2	1	Mecha, Love		[A] When this card is placed from hand to the Stage, if there are 5 or fewer cards in your Deck, return all cards in your Waiting Room to your Deck. If you do, shuffle that Deck, and this card gains +3000 Power until the end of your Opponent's next turn.		
Bond Between Angel and Demon S	SE08	DGSE08-23S_C	CX	G	SC	DG/SE08-23					S			[C] All your Characters gain +1000 Power and +1 Soul.		
Caretaker of Prinnies Fenrich S	SE08	DGSE08-24S_R	CH	R	SR	DG/SE08-24	0	0	2000	1	0	Demon, Animal		[A] [(2)] When this card is placed from hand to the Stage, you may pay cost. If you do, choose a <Prinny> Character in your Waiting Room and return it to your hand.	[A] [(2)] When this card is placed from Stage to the Waiting Room, you may pay cost. If you do, choose a <Blood> Character in your Waiting Room and return it to your hand.	
Sardine Power Valvatorez S	SE08	DGSE08-25S_R	CH	R	SR	DG/SE08-25	0	0	2500	1	0	Demon, Blood		[C] If you have 1 or fewer other Characters, this card gains +1000 Power and <<[C] This card cannot be turned to REVERSE by an Opponent Character's [A] effects>>.		
Asthetics of Evil Valvatorez S	SE08	DGSE08-26S_R	CH	R	SR	DG/SE08-26	1	0	5000	1	0	Demon, Blood		[S] BRAINSTORM [(1)] Reveal the top 4 cards of your Deck and put them in the Waiting Room. For each Climax card revealed, choose 1 of your <Demon> Characters. That Character gains +2000 Power for the turn.		
Tyrant Valvatorez S	SE08	DGSE08-27S_R	CH	R	SR	DG/SE08-27	2	1	5000	1	1	Demon, Blood		[A] When this card is placed from hand to the Stage, choose another of your <Demon> Charcaters. That Character gains +1000 Power for the turn.	[A] When this card becomes turned to REVERSE, if its Battle Opponent is Level 2 or lower, you may REVERSE that Character.	
Strategist of Val-sama Fenrich S	SE08	DGSE08-28S_R	CH	R	SR	DG/SE08-28	2	1	6500	1	1	Demon, Animal		[A] When another of your battling <Demon> Characters becomes turned to REVERSE, choose 1 of your Characters. That Character gains +2000 Power for the turn.		
Educator of Prinnies Valvatorez S	SE08	DGSE08-29S_C	CH	R	SC	DG/SE08-29	0	0	1000	1	0	Demon, Blood		[C] All your other <Prinny> Characters gain +500 Power.	[A] When this card becomes turned to REVERSE, if its Battle Opponent is Level 0 or lower, you may REVERSE that Character.	
Butler of Werewolves Fenrich S	SE08	DGSE08-30S_C	CH	R	SC	DG/SE08-30	0	0	2500	1	0	Demon, Animal		[C] If you have 1 or fewer other Characters, all your other Characters gain +1500 Power.		
Absolute Allegiance Fenrich S	SE08	DGSE08-31S_C	CH	R	SC	DG/SE08-31	1	0	5000	1	0	Demon, Animal		[A] When damage dealt by this card is Damage Canceled, if <<Pledge by Moon>> is in your Climax Zone, choose a Character in your Waiting Room and return it to your hand.		
President Overlord Laharl S	SE08	DGSE08-32S_C	CH	R	SC	DG/SE08-32	1	1	7000	1	0	Demon, Weapon				
Demon with Pride Valvatorez S	SE08	DGSE08-33S_C	CH	R	SC	DG/SE08-33	2	1	2500	1	1	Demon, Blood		[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card card from hand to the Waiting Room]		
Traitor to Gods Valvatorez S	SE08	DGSE08-34S_C	CH	R	SC	DG/SE08-34	3	2	10000	2	1	Demon, Blood		[C] If you have 3 or more other <Demon>, <Angel>, or <Prinny> Characters, this card gains +1000 Power.	[C] Character opposite this card gets -1 Soul.	[A] [(1)] When <<Power of "Bond">> is placed to your Climax Zone, if this card is in Front Row, you may pay cost. If so, choose a Level 3 or lower Character in Opponent's Front Row, and put it in the Waiting Room.
Power of "Bonds" S	SE08	DGSE08-35S_C	CX	R	SC	DG/SE08-35					D			[C] All your Characters gain +1000 Power and +1 Soul.		
Pledge by Moon S	SE08	DGSE08-36S_C	CX	R	SC	DG/SE08-36					2			[C] All your Characters gain +2 Soul.		
Maiden Aiming for Last Boss Desco S	SE08	DGSE08-37S_R	CH	B	SR	DG/SE08-37	0	0	500	1	0	Demon, Clone		[C] All your other <Clone> or <Death> Characters gain +500 Power.	[S] BRAINSTORM [(1) REST this card] Reveal the top 4 cards of your Deck and put them in the Waiting Room. For each Climax card revealed, draw a card.	
Fancy Dreaming Desco S	SE08	DGSE08-38S_R	CH	B	SR	DG/SE08-38	1	0	5000	1	0	Demon, Clone		[A] When you use a BRAINSTORM, and as a result at least 1 Climax card was put to the Waiting Room, this card gains +2000 Power for the turn.		
Final Weapon DESCO S	SE08	DGSE08-39S_R	CH	B	SR	DG/SE08-39	3	2	9500	2	1	Demon, Clone		[C] This card gains +X Power, where X = 500 times Level of Character opposite this card.	[A] When this card is placed from hand to Stage or placed via CHANGE to Stage, you may put top card of your Clock to Waiting Room.	[A] When this card is placed from hand to Stage, choose 1 of your Characters in STAND. RESTthat Character.
Master of Special Section Desco S	SE08	DGSE08-40S_C	CH	B	SC	DG/SE08-40	0	0	2500	1	0	Demon, Clone		[C] This card gains +1000 Power during your Opponent's turn.		
-62nd Generation President of the Netherworld- Axel S	SE08	DGSE08-41S_C	CH	B	SC	DG/SE08-41	0	0	2500	1	0	Demon, Dark Hero		[A] When this card becomes turned to REVERSE while Battling, put this card on bottom of the Deck.	[S] [REST 2 of your <Demon> Characters] Choose 1 of your Characters. That Character gains +2000 Power for the turn.	
Hellmaster Axel S	SE08	DGSE08-42S_C	CH	B	SC	DG/SE08-42	1	0	5500	1	0	Demon, Dark Hero				
Last Boss Training Desco S	SE08	DGSE08-43S_C	CH	B	SC	DG/SE08-43	2	1	7000	1	1	Demon, Clone		[A] [(1)] When <<Final Weapon Appears>> placed to your Climax Zone, if this card is in Front Row, you may pay cost. If so, choose 1 Opponent's Cost 0 or less Character. Put to their Deck bottom.	[A] CHANGE [(2) this card to Waiting Room] Start of your Encore Step, if this card in REST, you may pay cost. If so, put <<Final Weapon DESCO>> from your Waiting Room to Slot this card was in.	
