Name	Set	Imagefile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Trait	Flavour	Ability1	Ability2	Ability3
Fast Talking	S15	BMS15-022_U	EV	Y	U	BM/S15-022	2	0			0		Let's see you say "Nama mumi, nama mome, nama mamamo" three times fast	Search your Deck for up to 1 <Oddity> Character, reveal it, and put it in your hand. Shuffle your Deck.		
Means to Remain Existing	S15	BMS15-023_CR	CX	Y	CR	BM/S15-023					1W			[C] All your Characters gain +1000 Power and +1 Soul.		
Mayoi All the Time	S15	BMS15-024_CC	CX	Y	CC	BM/S15-024					1F			[C] All your Characters gain +1000 Power and +1 Soul.		
A Girl Cursed	S15	BMS15-025_CC	CX	Y	CC	BM/S15-025					2			[A] When this card is placed from hand to the Climax Zone, put the top card of your Deck to your Stock, and all your Characters gain +1 Soul for the turn.		
Family Issues Hanekawa Tsubasa	S15	BMS15-026_RR	CH	G	RR	BM/S15-026	1	1	2500	1	1	Oddity, President	It's the precious Golden Week, wanna study?	[C] All your other <Oddity> Characters gain +500 Power and <<[S] [REST 1 of your Characters] This card gains +1000 Power for the turn>>.	[A] [(1) Put this card in the Waiting Room] When <<Secret Rewards>> is placed to your Climax Zone, you may pay cost. If so, choose an <<"Energy Drain" Black Hanekawa>> in your Waiting Room and put it in the Slot this card was in.	
Girl Wished Who Upon a Monkey Kanbaru Suruga	S15	BMS15-027_RR	CH	G	RR	BM/S15-027	2	2	8500	2	1	Oddity, Sports		[A] [(1)] When <<Suruga Monkey>> is placed to your Climax Zone, if this card is in the Front Row, you may pay cost. If so, search your Deck for up to 2 Characters with different names and reveal them to your Opponent. Your Opponent choose 1 of them and put it in your Waiting Room, then put the other in your hand. Shuffle your Deck.		
Girl Wished Who Upon a Monkey Kanbaru Suruga SP	S15	BMS15-027SP_SP	CH	G	SP	BM/S15-027	2	2	8500	2	1	Oddity, Sports		[A] [(1)] When <<Suruga Monkey>> is placed to your Climax Zone, if this card is in the Front Row, you may pay cost. If so, search your Deck for up to 2 Characters with different names and reveal them to your Opponent. Your Opponent choose 1 of them and put it in your Waiting Room, then put the other in your hand. Shuffle your Deck.		
Kanbaru Suruga	S15	BMS15-028_R	CH	G	R	BM/S15-028	0	0	1000	1	0	Oddity, Sports	Good morning, Araragi Senpai	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 6 or higher, Character opposite this card gets -1 Soul.		
Off Day Senjougahara Hitagi	S15	BMS15-029_R	CH	G	R	BM/S15-029	0	0	3500	1	0	Oddity	Just think of it like how Araragi-kun can distinguish girls based on their waist shape	[A] When this card is placed from hand to the Stage, put the top card of your Deck in your Waiting Room. If it's not a <Oddity> Character, discard a card from your hand to the Waiting Room.		
Off Day Senjougahara Hitagi SR	S15	BMS15-029S_SR	CH	G	SR	BM/S15-029	0	0	3500	1	0	Oddity	Just think of it like how Araragi-kun can distinguish girls based on their waist shape	[A] When this card is placed from hand to the Stage, put the top card of your Deck in your Waiting Room. If it's not a <Oddity> Character, discard a card from your hand to the Waiting Room.		
Malicious Talker Senjougahara Hitagi	S15	BMS15-030_R	CH	G	R	BM/S15-030	1	0	5000	1	0	Oddity		[A] [Put the top card of your Deck in your Clock] When this card attacks, if <<Weightless Girl>> is in the Climax Zone, you may pay cost. If so, all your Characters gain +1 Level and +2000 Power for the turn.		
Koyomi's Lover Senjougahara Hitagi	S15	BMS15-031_R	CH	G	R	BM/S15-031	2	2	6500	2	1	Oddity, Stationery		[C] EXPERIENCE this card gains +X Power, where X = 500 times the sum of Levels of cards in your Level Zone.		
Koyomi's Lover Senjougahara Hitagi RRR	S15	BMS15-031R_RRR	CH	G	RRR	BM/S15-031	2	2	6500	2	1	Oddity, Stationery		[C] EXPERIENCE this card gains +X Power, where X = 500 times the sum of Levels of cards in your Level Zone.		
Kanbaru Suruga	S15	BMS15-032_R	CH	G	R	BM/S15-032	3	2	9500	2	1	Oddity, Sports		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 5 or higher, this card gains +1000 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	
Kanbaru Suruga SR	S15	BMS15-032S_SR	CH	G	SR	BM/S15-032	3	2	9500	2	1	Oddity, Sports		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 5 or higher, this card gains +1000 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	
Monkey Hands? Kanbaru Suruga	S15	BMS15-033_U	CH	G	U	BM/S15-033	0	0	500	1	0	Oddity, Sports	Correctly converse about the truth without knowing anything... impossible...	[A] When this card attacks, choose 1 of your other <Oddity> Characters. That Character gains +500 Power for the turn.	[A] BOND/<<Malicious Talker Senjougahara Hitagi>> [(1)]	
True to Self Kanbaru Suruga	S15	BMS15-034_U	CH	G	U	BM/S15-034	1	0	5000	1	0	Oddity, Sports	Hmm? Ah, is that so. Araragi-senpai has no knowledge of BL. I'm surprised	[C] If this card is in the Front Row Center Slot, this card gains +1000 Power.		
Dating Senjougahara Hitagi	S15	BMS15-035_U	CH	G	U	BM/S15-035	1	1	1000	1	1	Oddity		[A] CHANGE [(2) Put this card in the Waiting Room] At the beginning of your Encore Step, if this card is in REST, you may pay cost. If so, choose a <<Koyomi's Lover Senjougahara Hitagi>> in your Waiting Room and put it in the Slot this card was in.	[S] [Counter] BACKUP 2000, Level 1 [(1) Discard this card from hand to the Waiting Room]	
Hates Mornings Araragi Koyomi	S15	BMS15-036_U	CH	G	U	BM/S15-036	1	1	7500	1	0	Oddity, Blood		[C] If none of your Characters have either <<Karen>> or <<Tsukihi>> in the name, this card does not Stand during your Stand Phase.		
Forceful Senjougahara Hitagi	S15	BMS15-037_U	CH	G	U	BM/S15-037	2	1	5000	1	1	Oddity	Let's date	[C] ASSIST All your Characters in front of this card gain +X Power, where X = 500 times Level of that Character.	[S] [(1) REST this card] Choose 1 of your Characters. That Character gains +1000 Power for the turn.	
Knowledgeable Hanekawa Tsubasa	S15	BMS15-038_C	CH	G	C	BM/S15-038	0	0	2000	1	0	Oddity, President	I don't know everything. Only things that I know.	[S] [(1) REST this card] Choose 1 of your <Oddity> Characters. That Character gains +1500 Power until the end of your Opponent's next turn.		
Former Ace of the Basketball Club Kanbaru Suruga	S15	BMS15-039_C	CH	G	C	BM/S15-039	0	0	2000	1	0	Oddity, Sports		[A] When this card attacks, you may choose a Climax in your Climax Zone and put it in your Stock.		
Good with Girls Kanbaru Suruga	S15	BMS15-040_C	CH	G	C	BM/S15-040	0	0	2000	1	0	Oddity, Sports	It's true that I'm strong with girls younger than me	[S] [REST 1 of your Characters] This card gains +1000 Power for the turn.		
Protagonist Who Helps Everyone Araragi Koyomi	S15	BMS15-041_C	CH	G	C	BM/S15-041	0	0	2500	1	0	Oddity, Blood		[C] If there are 5 or more cards in your Stock, all your other <Oddity> Characters gain +500 Power.		
Good with Voice Impersonation Senjougahara Hitagi	S15	BMS15-042_C	CH	G	C	BM/S15-042	0	0	3000	1	0	Oddity	I can definitely imitate Araragi-kun, so it'll be fine, let me			
Extremely Truthful Kanbaru Suruga	S15	BMS15-043_C	CH	G	C	BM/S15-043	1	0	5500	1	0	Oddity, Sports	I came to apologize for last night			
Well Conducted Hanekawa Tsubasa	S15	BMS15-044_C	CH	G	C	BM/S15-044	2	1	2500	1	1	Oddity, President	That's not what I meant when I said "Kanbaru-san must be troublesome"	[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card from hand to the Waiting Room]		
Chairman Amongst Chairmans Hanekawa Tsubasa	S15	BMS15-045_C	CH	G	C	BM/S15-045	2	1	8500	1	1	Oddity, President	Hmm? Araraki-kun, still here?			
Stalking	S15	BMS15-046_U	EV	G	U	BM/S15-046	2	1			0			[Counter] Choose up to 2 of your <Oddity> Characters. Those Characters gain +2000 Power for the turn.		
Rainy Devil	S15	BMS15-047_U	EV	G	U	BM/S15-047	2	1			0			Choose up to 1 of your Opponent's Characters. That Character gets -3000 Power for the turn.		
Suruga Monkey	S15	BMS15-048_CR	CX	G	CR	BM/S15-048					G		Sorry to have kept you waiting for so long	[C] All your Characters gain +1000 Power and +1 Soul.		
Weightless Girl	S15	BMS15-049_CC	CX	G	CC	BM/S15-049					2			[A] When this card is placed from hand to the Climax Zone, put the top card of your Deck to your Stock, and all your Characters gain +1 Soul for the turn.		
Secret Rewards	S15	BMS15-050_CC	CX	G	CC	BM/S15-050					S		Okay, here	[C] All your Characters gain +1000 Power and +1 Soul.		
Girl with Pigtails Mayoi	S15	BMS15-051_RR	CH	R	RR	BM/S15-051	1	0	4500	1	0	Oddity, Spirit		[A] When this card attacks, if <<Girl That Bites>> is in the Climax Zone, this card gains +6000 Power for the turn. Then, at the beginning of the Encore Step, return this card to your Deck, then shuffle your Deck.	[A] EXPERIENCE When a Level 1 or higher Battle Opponent of this card becomes turned to REVERSE, if the sum of Levels of cards in your Level Zone is 2 or higher, you may put it on top of the Deck.	
Girl with Pigtails Mayoi SR	S15	BMS15-051S_SR	CH	R	SR	BM/S15-051	1	0	4500	1	0	Oddity, Spirit		[A] When this card attacks, if <<Girl That Bites>> is in the Climax Zone, this card gains +6000 Power for the turn. Then, at the beginning of the Encore Step, return this card to your Deck, then shuffle your Deck.	[A] EXPERIENCE When a Level 1 or higher Battle Opponent of this card becomes turned to REVERSE, if the sum of Levels of cards in your Level Zone is 2 or higher, you may put it on top of the Deck.	
Girl Who Encountered a Crab Hitagi	S15	BMS15-052_RR	CH	R	RR	BM/S15-052	3	2	10000	2	1	Oddity, Stationery		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 6 or higher, this card gains +500 Power and <<[A] [(1)] When a Level 2 or higher Battle Opponent of this card becomes turned to REVERSE, you may pay cost. If so, choose an Opponent's Character whose Level is 1 or lower and put it in the Waiting Room>>.	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	
Girl Who Encountered a Crab Hitagi SP	S15	BMS15-052SP_SP	CH	R	SP	BM/S15-052	3	2	10000	2	1	Oddity, Stationery		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 6 or higher, this card gains +500 Power and <<[A] [(1)] When a Level 2 or higher Battle Opponent of this card becomes turned to REVERSE, you may pay cost. If so, choose an Opponent's Character whose Level is 1 or lower and put it in the Waiting Room>>.	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	
Tsukkomi Araragi Koyomi	S15	BMS15-053_R	CH	R	R	BM/S15-053	0	0	1500	1	0	Oddity, Blood	No, I did it on purpose...	[C] If you are Level 2 or higher, this card gains <<[S] [(3) Put the top card of your Deck in your Clock] Choose a <<Girl Who Encountered A Crab Hitagi>> in your hand and put it in any Slot on the Stage>>.	[C] All your other Characters with <<Hitagi>> in the name gains +500 Power.	
Large Knapsack Mayoi Hachikuji	S15	BMS15-054_R	CH	R	R	BM/S15-054	0	0	1500	1	0	Oddity, Spirit	Anyone would turn around if they got hit from behind!	[A] When this card attacks, choose 1 of your other Characters. That Character gains +500 Power for the turn.	[A] When this card becomes turned to REVERSE, if its Battle Opponent is Level 0 or lower, you may Reverse that Character.	
Hollow Girl Senjougahara Hitagi	S15	BMS15-055_R	CH	R	R	BM/S15-055	0	0	2500	1	0	Oddity, Stationery		[C] If you have no other Characters, this card gains +1500 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>.		
Hollow Girl Senjougahara Hitagi RRR	S15	BMS15-055R_RRR	CH	R	RRR	BM/S15-055	0	0	2500	1	0	Oddity, Stationery		[C] If you have no other Characters, this card gains +1500 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>.		
Devil's Left Hand Kanbaru Suruga	S15	BMS15-056_R	CH	R	R	BM/S15-056	2	1	7000	1	1	Oddity, Sports	Everything is half-assed	[C] If you have another Character with <<Hitagi>>, this card gains +1500 Power.	[A] [(1)] When this card attacks, if <<While the Devil Is Gone>> is in the Climax Zone, you may pay cost. If so, deal 1 damage to your Opponent. (Damage Cancel can occur)	
Completely Armored Senjougahara Hitagi	S15	BMS15-057_R	CH	R	R	BM/S15-057	2	2	7500	2	1	Oddity, Stationery		[C] For every other <Oddity> Character you have, this card gains +500 Power.	[A] When this card attacks, if <<Hitagi Crab>> is in the Climax Zone, you may choose a Character in your Waiting Room and return it to your hand.	
Completely Armored Senjougahara Hitagi SR	S15	BMS15-057S_SR	CH	R	SR	BM/S15-057	2	2	7500	2	1	Oddity, Stationery		[C] For every other <Oddity> Character you have, this card gains +500 Power.	[A] When this card attacks, if <<Hitagi Crab>> is in the Climax Zone, you may choose a Character in your Waiting Room and return it to your hand.	
Araragi Tsukihi	S15	BMS15-058_U	CH	R	U	BM/S15-058	0	0	500	1	0	Yukata, Tea		[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(2) REST this card] Search your Deck for a Character with <<Koyomi>> in the name, reveal it, and put it in your hand. Shuffle your Deck.	
True Feelings Senjougahara Hitagi	S15	BMS15-059_U	CH	R	U	BM/S15-059	0	0	500	1	0	Oddity		[C] All your other <<Answer to Proposal Araragi Koyomi>> gains +1000 Power.	[A] BOND/<<Answer to Proposal Araragi Koyomi>> [(1)]	
Sports Girl Kanbaru Suruga	S15	BMS15-060_U	CH	R	U	BM/S15-060	1	0	4500	1	0	Oddity, Sports		[A] CHANGE [(2) Put this card in the Waiting Room] At the beginning of your Encore Step, if this card is in REST, you may pay cost. If so, choose a <<Devil's Left Hand Kanbaru Suruga>> in your Waiting Room and put it in the Slot this card was in.		
Battle Situation Senjougahara Hitagi	S15	BMS15-061_U	CH	R	U	BM/S15-061	1	0	5000	1	0	Oddity, Stationery	No, that's wrong --- "You can move, but it's extremely dangerous" is more appropriate 	[S] [(1)] This card gains +1000 Power and <<[A] When the Battle Opponent of this card Character is turned to REVERSE, you may put the Battle Opponent on top of its owner's Deck>> for the turn. 		
Araragi Karen	S15	BMS15-062_U	CH	R	U	BM/S15-062	1	1	6000	1	0	Sports		[A] ENCORE [Discard a Character card from hand to the Waiting Room]	[S] [(2)] This card gains +5000 Power for the turn.	
Araragi Karen & Araragi Tsukihi	S15	BMS15-063_C	CH	R	C	BM/S15-063	0	0	2500	1	0	Sports, Yukata		[A] [(2)] When this card is placed from the Stage to the Waiting Room, you may pay cost. If you do, choose up to 1 <Oddity> Character in your Waiting Room and return it to your hand. 		
Casual Clothing Suruka Kanbaru	S15	BMS15-064_C	CH	R	C	BM/S15-064	0	0	3000	1	0	Oddity, Sports				
Well-Acquainted Hachikuji Mayoi	S15	BMS15-065_C	CH	R	C	BM/S15-065	1	1	2000	1	1	Oddity, Spirit		[S] [Counter] BACKUP 2000, Level 1 [(1) Discard this card from hand to the Waiting Room] 		
Weightless Girl Senjougahara Hitagi	S15	BMS15-066_C	CH	R	C	BM/S15-066	1	1	7000	1	0	Oddity, Stationery				
Casual Clothing Senjougahara Hitagi	S15	BMS15-067_C	CH	R	C	BM/S15-067	2	1	8000	1	1	Oddity		[A] When your other <Oddity> Character attacks, this card gains +1000 Power for the turn.		
Elementary School Student Hachikuji Mayoi	S15	BMS15-068_C	CH	R	C	BM/S15-068	2	1	8000	1	1	Oddity, Spirit		[C] If you have 2 or more other <Oddity> Characters, this card gains +1000 Power.		
Answer to Proposal Araragi Koyomi	S15	BMS15-069_C	CH	R	C	BM/S15-069	2	1	8500	1	1	Oddity, Blood	The thing about me seeing things that others don't and not seeing things that others do are done. If something's amiss, we'll talk again			
BL-Lover Kanbaru Suruga	S15	BMS15-070_C	CH	R	C	BM/S15-070	2	2	8000	2	1	Oddity, Sports		[A] ENCORE [Discard a Character card from hand to the Waiting Room]		
Ritual of Waking up	S15	BMS15-071_U	EV	R	U	BM/S15-071	1	0			0			All players return all cards in their Waiting Room to their Deck. Shuffle those Decks.		
Tsundere?	S15	BMS15-072_U	EV	R	U	BM/S15-072	2	2			0		What about that girl, Araragi-kun	Choose up to 2 Characters in your Waiting Room and return them to your hand.		
Hitagi Crab	S15	BMS15-073_CR	CX	R	CR	BM/S15-073					D		Senjougahara and her weight can be best described as nothing 	[C] All your Characters gain +1000 Power and +1 Soul. 		
Girl That Bites	S15	BMS15-074_CC	CX	R	CC	BM/S15-074					2		Full of bite marks	[A] When this card is placed from hand to the Climax Zone, put the top card of your Deck to your Stock, and all your Characters gain +1 Soul for the turn.		
While the Devil Is Gone	S15	BMS15-075_CC	CX	R	CC	BM/S15-075					2		Even though the devil's gone, my wrist still didn't go back to normal	[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Cat-Enchanted Girl Hanekawa Tsubasa	S15	BMS15-076_RR	CH	B	RR	BM/S15-076	3	2	6500	2	1	Oddity, President		[C] ASSIST All your <Oddity> Characters in front of this card gain +2000 Power and <<[A] [(1)] When the Battle Opponent of this card becomes turned to REVERSE, you may pay cost. If so, put that Character on the bottom of the Deck>>.	[A] When this card is placed from hand to the Stage, draw up to 2 cards, and discard a card from hand to the Waiting Room.	
Cat-Enchanted Girl Hanekawa Tsubasa SP	S15	BMS15-076SP_SP	CH	B	SP	BM/S15-076	3	2	6500	2	1	Oddity, President		[C] ASSIST All your <Oddity> Characters in front of this card gain +2000 Power and <<[A] [(1)] When the Battle Opponent of this card becomes turned to REVERSE, you may pay cost. If so, put that Character on the bottom of the Deck>>.	[A] When this card is placed from hand to the Stage, draw up to 2 cards, and discard a card from hand to the Waiting Room.	
Snake-Coiled Girl Sengoku Nadeko	S15	BMS15-077_RR	CH	B	RR	BM/S15-077	3	2	10000	2	1	Oddity		[A] When this card is placed from hand to the Stage or placed via CHANGE to the Stage, you may put the top card of your Clock in your Waiting Room.	[A] When this card attacks, if <<Nadeko Snake>> is in the Climax Zone, you may pay cost. If so, search your Deck for up to 2 <<Snake-Coiled Girl Sengoku Nadeko>>, reveal, and put them in hand. Shuffle your Deck.	
Snake-Coiled Girl Sengoku Nadeko SP	S15	BMS15-077SP_SP	CH	B	SP	BM/S15-077	3	2	10000	2	1	Oddity		[A] When this card is placed from hand to the Stage or placed via CHANGE to the Stage, you may put the top card of your Clock in your Waiting Room.	[A] When this card attacks, if <<Nadeko Snake>> is in the Climax Zone, you may pay cost. If so, search your Deck for up to 2 <<Snake-Coiled Girl Sengoku Nadeko>>, reveal, and put them in hand. Shuffle your Deck.	
Tsukihi-Chan's Classmate Sengoku Nadeko	S15	BMS15-078_R	CH	B	R	BM/S15-078	0	0	500	1	0	Oddity	Er, excuse...	[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(1) REST this card] Choose 1 of your Characters. That Character gains <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>> until the end of your Opponent's next turn.	
Tsukihi-Chan's Classmate Sengoku Nadeko SR	S15	BMS15-078S_SR	CH	B	SR	BM/S15-078	0	0	500	1	0	Oddity	Er, excuse...	[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(1) REST this card] Choose 1 of your Characters. That Character gains <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>> until the end of your Opponent's next turn.	
Inner Feelings Hanekawa Tsubasa	S15	BMS15-079_R	CH	B	R	BM/S15-079	1	0	1000	1	0	Oddity, President		[A] EXPERIENCE [(2)] When you use the BACKUP of this card, if the sum of Levels of cards in your Level Zone is 5 or higher, you may pay cost. If so, choose 1 of the battling Characters. That Character gets -1 Soul for the turn.	[S] [Counter] BACKUP 1500, Level 1 [Discard this card from hand to the Waiting Room]	
