Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Trait	Flavour	Ability1	Ability2	Ability3
Fired!? Shinji	S12	EVS12-011_U	CH	Y	U	EV/S12-011	1	0	3500	1	0	Pilot	Shinji: "?" Asuka: "You're fired"	[C] ASSIST During your turn, all your Characters in front of this card gain +1000 Power.		
Unit 01 Pilot Shinji	S12	EVS12-012_U	CH	Y	U	EV/S12-012	2	1	8000	1	1	Pilot	Misato-san!	[A] CHANGE [(2) Put one card from your hand to the Waiting Room, put this card in the Waiting Room] At the start of your Climax Phase, you may pay the cost. If you do so, choose one <<Eva Unit 01 (Suspect Evolution First Awakened State)>> in your Waiting Room and put it in the border this card was in.		
Photo of Misato	S12	EVS12-013_C	CH	Y	C	EV/S12-013	0	0	2500	1	0	Animal		[C] During your turn, this card gains +1000 Power.		
Rooftop Shinji	S12	EVS12-014_C	CH	Y	C	EV/S12-014	0	0	2500	1	0	Pilot		[S] [Put one of your <Pilot> Characters to REST] This card gains +1000 Power for that turn.		
Waiting Shinji	S12	EVS12-015_C	CH	Y	C	EV/S12-015	0	0	3000	1	0	Pilot	Meeting is impossible, it seems 			
Evangelion Experiment Unit 01	S12	EVS12-016_C	CH	Y	C	EV/S12-016	1	0	5500	1	0	Mecha, Weapon	Misato: "All according to the operation. Good job, Shinji" 	[C] This card cannot Side Attack.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent form the Stage to the Waiting Room, you may pay the cost. If you do so, place this card in the border it was in in REST.)	
Emergency Misato	S12	EVS12-017_C	CH	Y	C	EV/S12-017	1	0	7000	1	0	Animal	Medic, hurry!			
Driver Misato	S12	EVS12-018_C	CH	Y	C	EV/S12-018	1	1	2500	1	1	Animal, Glasses	Sorry to keep you waiting	[S] BACKUP 3000 Level 2 [(1) Place this card from your hand to the Waiting Room] (Choose one of your Characters that have been Front Attacked, that Character gains +3000 Power for that turn.)		
G Equipment Eva Unit 0	S12	EVS12-019_C	CH	Y	C	EV/S12-019	2	1	8500	2	1	Mecha, Weapon	Misato "Operation Yashima, commence!"	[A] [(2)] When this card attacks and <<Yashima Operation>> is in your Climax area, you may pay the cost. If you do so, choose one Level 2 and below Character in your opponent's Front Row and one Level 2 and below Character in your opponent's Back Row and return those cards to your opponent's hand.		
Ikari Shinji	S12	EVS12-020_C	CH	Y	C	EV/S12-020	2	2	9000	2	1	Pilot	I need to do something here. Misato-san!			
Apostle's Attack	S12	EVS12-021_U	EV	Y	U	EV/S12-021	1	1			0		Aoba: "High energy level detected inside the target!" Misato: "What!?" 	Choose one of your opponent's Level 1 and below Character and return that Character to your opponent's hand.		
Second Impact	S12	EVS12-022_U	EV	Y	U	EV/S12-022	3	7			0		Kaji: "...Second Impact"	Put both players' Level 3 and below Characters on the Stage to the Stock in any order.		
Unit 01's First Battle	S12	EVS12-023_CR	CX	Y	CR	EV/S12-023					2		Woah!!	[A] When this card is played onto your Climax area, draw 1 card. Choose one of your Characters, that Character gains +2000 Power and +1 Soul for that turn.		
Yashima Operation	S12	EVS12-024_CC	CX	Y	CC	EV/S12-024					2		Misato: "Positron sniping ready!" 	[A] When this card is played onto your Climax area, put the top card of your Deck into your Stock and all your Characters gain +1 Soul for that turn.		
The Entrusted Future	S12	EVS12-025_CC	CX	Y	CC	EV/S12-025					1W		No reason. It's just because it's your destiny	[C] All your Characters gain +1000 Power and +1 Soul for that turn.	(Wind: When this cad is Triggered, you may choose one of your opponent's Characters and return it to your opponent's hand.)	
Makinami Mari Illustrious	S12	EVS12-026_RR	CH	G	RR	EV/S12-026	1	1	6000	1	0	Pilot, Glasses	Just keep it to yourself, puppy of NERV	[C] EXPERIENCE If the total level of the cards in your Level area is 2 or more, this card gains +1000 Power.	[A] When this card attacks and <<Rooftop Encounter>> is in your Climax area, you may put the top card of your Deck into your Stock.	
Beast Mari	S12	EVS12-027_RR	CH	G	RR	EV/S12-027	2	1	7500	1	1	Pilot, Glasses	Gaahhhhhh...	[C] If you have 2 or more other <Pilot> Characters, this card gains +1000 Power.	[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains the following ability. <<[C] ENCORE [Put one Character from your hand to the Waiting Room.]>>	
Looking Up at the Sky Mari	S12	EVS12-028_R	CH	G	R	EV/S12-028	0	0	500	1	0	Pilot, Glasses	When your own goal gets adults involved, you become diffident	[A] When this card attacks, choose one of your other <Pilot> or <Mecha> Characters, that Character gains +500.	[A] Bond / <<Evangelion Localised Specifications Provisional Unit 05>> [(1)] (When this card is played onto the Stage you may pay the cost. If you do so, choose one <<Evangelion Localised Specifications Provisional Unit 05>> in your Waiting Room and return that card to your hand.)	
Top Secret Immigrant Mari	S12	EVS12-029_R	CH	G	R	EV/S12-029	0	0	2000	1	0	Pilot, Glasses	You are interesting	[A] When thsi card is played from your hand to the Stage, choose one of your <Pilot> Characters. That Character gains +1500 Power for that turn.		
Ibuki Maya	S12	EVS12-030_R	CH	G	R	EV/S12-030	1	0	4500	1	0	-	It's no use!! It's completely uncontrollable!!	[C] EXPERIENCE If the total level of the cards in your Level area is 2 or more, this card gains +1000 Power.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Eva Unit 02 Beast Mode Second Form	S12	EVS12-031_R	CH	G	R	EV/S12-031	2	2	7500	2	1	Mecha, Animal	Mari: "The Beast!"	[A] When this card attacks and <<The Last Card>> is in your Climax area, all your Characters gain +2000 Power for that turn.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Fighting Hard Mari	S12	EVS12-032_R	CH	G	R	EV/S12-032	3	2	10000	2	1	Pilot, Glasses	Gahhhhh!!	[A] When this card is played onto the Stage from your hand, you may put the top card of your Clock to the Waiting Room.	[A] [(3) Put one of your Level 1 and below <Mecha> Characters on the Stage to the Waiting Room] When this card attacks and <<Arrangements of the Adults and My Objectives>> is in your Climax Area, you may pay the cost. If you do so, choose one of your opponent's Level 2 and below Characters and put that card into the Clock.	
Another Pilot of Unit 02 Mari	S12	EVS12-033_U	CH	G	U	EV/S12-033	0	0	500	1	0	Pilot, Glasses	Smells nice. It feels nice even in an EVA with others' smell	[C] All your other <Pilot> or <Mecha> Characters gain +500 Power.		
The 4th Apostle	S12	EVS12-034_U	CH	G	U	EV/S12-034	0	0	1500	1	0	Mystery		[A] When the Character in battle with this card is put to REVERSE and there are no Climax cards in your opponent's Waiting Room, you may choose 1 card in your Waiting Room and put it in your Stock.	[S] [Put 2 of your Characters to REST] Choose one of your <Mystery> Characters, that Character gains +2000 Power for that turn.	
The 3rd Apostle	S12	EVS12-035_U	CH	G	U	EV/S12-035	0	0	2500	1	0	Mystery	Operator: "Upper outer wall damaged! The last barrier is broken!"	[S] [(1)] Put the top card of your Deck into the Waiting Room. If that card is a <Mystery> Character, choose one of your Characters, that Character gains +2000 Power for that turn.		
Determined Mari	S12	EVS12-036_U	CH	G	U	EV/S12-036	1	0	5000	1	0	Pilot, Glasses	Hello~. Whatever	[A] CHANGE [(2) Put one card from your hand and this card to the Waiting Room] At the start of your Climax Phase you may pay the cost. If you do so, choose 1 <<Beast Mari>> in your Waiting Room and place it in the border this card was in.		
Evacuating Kaji	S12	EVS12-037_U	CH	G	U	EV/S12-037	1	1	3500	1	1	Watermelon	...so, it's all up to you know	[C] ASSIST All Characters in front of this card gain +500 Power.	[S] [Put 2 of your Characters to REST] Choose one of your <Pilot> Characters, that card gains the following ability for that turn. <<[A] When the Character in battle with this card is put to REVERSE, you may put the top card of your Deck to your Stock.>>	
Launching Attack Mari	S12	EVS12-038_C	CH	G	C	EV/S12-038	0	0	2500	1	0	Pilot, Glasses	If we don't do this fast, the headquarters will go boom, no?	[S] [(1)] This card gains +2000 Power for that turn.		
The 5th Apostle	S12	EVS12-039_C	CH	G	C	EV/S12-039	0	0	2500	1	0	Mystery		[C] If you have 3 or more Stock, this card gains +1000 Power.		
New Model Plugsuit Mari	S12	EVS12-040_C	CH	G	C	EV/S12-040	0	0	3000	1	0	Pilot, Glasses	Nicely done. Fits my breasts well, and it feels nice!			
Aoba Shigeru	S12	EVS12-041_C	CH	G	C	EV/S12-041	1	0	5500	1	0	-	The him now just might do it			
Evangelion Localised Specifications Provisional Unit 05	S12	EVS12-042_C	CH	G	C	EV/S12-042	1	1	1500	1	1	Mecha, Weapon	Mari: "No choice but to use brute force!"	[A] When this card is played from your hand, choose one of your other <Pilot> or <Mecha> Characters. That Character gains +1000 Power for that turn.	[S] BACKUP 2000 Level 1 [(1) Put this card from your hand to the Waiting Room] (Choose one of your Characters that have been Front Attacked, that Character gains +2000 Power for that turn.)	
Hyuuga Makoto	S12	EVS12-043_C	CH	G	C	EV/S12-043	2	1	6500	1	1	Glasses	Misato: "Emergency eject the plug!"	[C] All of your other <Pilot> Characters gain +1000 Power.		
Kaji Ryouji	S12	EVS12-044_C	CH	G	C	EV/S12-044	2	1	8000	1	1	Watermelon	If you work you'll get paid	[C] If you have 7 or more Stock, this card gains +2000 Power.		
Mari in Unit 05 Cockpit	S12	EVS12-045_C	CH	G	C	EV/S12-045	2	1	8500	1	1	Pilot, Glasses	Oh! Is it here now?			
Hidden Code THE BEAST	S12	EVS12-046_U	EV	G	U	EV/S12-046	2	0			0		I shall show you the power of EVA which has abandoned the humans	Choose one of your Characters, that Character gains +3000 Power for that turn. Put this card to your Stock.		
Invitation to a Date	S12	EVS12-047_U	EV	G	U	EV/S12-047	2	0			0		Kaji: "Gender matters not when it comes to love"	Choose one of your Characters, that Character gains +X Power. X is equal to the total level of the cards in your Level area X 500.		
Rooftop Encounter	S12	EVS12-048_CR	CX	G	CR	EV/S12-048					2		Glasses... Glasses...	[A] When this card is played onto your Climax area, put the top card of your Deck into your Stock and all your Characters gain +1 Soul for that turn.		
The Last Card	S12	EVS12-049_CC	CX	G	CC	EV/S12-049					S		Mari: "One left!"	[C] All your Characters gain +1000 Power and +1 Soul.	(Bag: When this card is Triggered, you may put the top card of your Deck into your Stock.)	
Arrangements of the Adults and My Objectives	S12	EVS12-050_CC	CX	G	CC	EV/S12-050					2		Goodbye, EVA-05. You did your job well	[C] All your Characters gain +2 Soul for that turn.		
Shikinami Asuka Langley	S12	EVS12-051_RR	CH	R	RR	EV/S12-051	1	0	4000	1	0	Pilot, Military		[A] CHANGE [(3) Put one card from your hand and this card to the Waiting Room] At the start of your Climax Phase you may pay the cost. If you do so, choose one <<Experimental Plugsuit Asuka>> in your Waiting Room and put it in the border this card was in.	[S] [Put this card to REST] Choose one of your <Pilot> or <Mecha> Characters, that Character gains +1500 Power for that turn.	
Finishing Blow Asuka	S12	EVS12-052_RR	CH	R	RR	EV/S12-052	2	1	4500	1	1	Pilot, Military	Seven Lights!	[A] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(1) Put two of your <Pilot> Characters to REST] Choose one of your opponent's Level 0 or below Character and put that characer in the Waiting Room.	
Horaki Hikari	S12	EVS12-053_R	CH	R	R	EV/S12-053	0	0	500	1	0	President	Asuka: "You can have the rest" Hikari: "?"	[A] Bond / <<Monopoly? Asuka>> [(1)] (When this card is played onto the Stage you may pay the cost. If you do so choose one <<Monopoly? Asuka>> in your Waiting Room and return that card to your hand.)	[A] EXPERIENCE [(1)] When this card is played from your hand to the Stage and the total level of the cards in your Level area is 3 or more, you may pay the cost. If you do so, choose one Character card in your Waiting Room, return that card to your hand and put one card from your hand into the Waiting Room.	
Elevator Asuka	S12	EVS12-054_R	CH	R	R	EV/S12-054	0	0	1500	1	0	Pilot, Military	Rei: "EVA is the mirror that reflects your heart..."	[A] When this card is put to REVERSE in battle and the Character in battle with this card is Level 0 and below, you may put that Character to REVERSE.	[A] [(2)] When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, choose one <Pilot> Character in your Waiting Room and return that card to your hand.	
Moving House Asuka	S12	EVS12-055_R	CH	R	R	EV/S12-055	0	0	2500	1	0	Pilot, Military	You stupid?	[C] If you have 2 or more other <Pilot> Characters, this card gains +1000 Power.		
Disagreeing Asuka	S12	EVS12-056_R	CH	R	R	EV/S12-056	1	0	5000	1	0	Pilot, Military	Nobody but me has piloted that...	[C] EXPERIENCE If the total level of the cards in your Level area is 2 or more, this card gains +1000 Power.		
Experimental Plugsuit Asuka	S12	EVS12-057_R	CH	R	R	EV/S12-057	2	2	7500	2	1	Pilot, Military	Don't you think this test plugsuit is a bit TOO revealing?	[A] [(1)] When this card attacks and <<The Worst Possible Situation>> is in your Climax area, you may pay the cost. If you do so, choose one of your opponent's Level 2 and below Character, put that card on top of your opponent's Deck and at the end of your turn put this card into the Waiting Room.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Pointing Out Asuka	S12	EVS12-058_U	CH	R	U	EV/S12-058	0	0	500	1	0	Pilot, Military	You stupid. Missing when it was important. Why are you so blind	[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [Put this card to REST] Choose one of your <Pilot> Characters, that Character gains +500 Power for that turn.	
Suzuhara Touji	S12	EVS12-059_U	CH	R	U	EV/S12-059	0	0	2500	1	0	-	Sorry, transfer student. I won't hit you. If I do, I'd feel bad	[A] If this card is in your Front Row at the start of your opponent's Draw Phase, you may return this card to your hand. If you do so, reveal your hand, choose one Level 0 and below Character in your hand and place it in the border this card was in.		
Aerial Scouts Exclusive Use S Equipment Eva Unit 02	S12	EVS12-060_U	CH	R	U	EV/S12-060	1	0	4500	1	0	Mecha, Weapon	Misato: "As expected, EVA-02!"	[A] When <<The Finishing Blow>> is put onto your Climax area, this card gains the following ability for that turn. <<[A] [(1)] When the Character in battle with this card is put to REVERSE, you may pay the cost. If you do so, deal 1 damage to your opponent.>> (Damage Cancel applies)	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Cooking!? Asuka	S12	EVS12-061_U	CH	R	U	EV/S12-061	2	1	8000	1	1	Pilot, Military	No reason to talk to me, no?	[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains +1000 Power.		
Ace of the Euro Airforce Asuka	S12	EVS12-062_U	CH	R	U	EV/S12-062	3	2	10000	2	1	Pilot, Military	This is the first real Evangelion made worldwide that is used for actual combat	[A] When this card is played onto the Stage from your hand, you may put the top card of your Clock to the Waiting Room.	[A] When this card attacks and <<Three on One>> is in your Climax area, you may deal X damage to your opponent. X is equal to the number of Characters in REVERSE on your opponent's Stage. (Damage Cancel applies)	
Aida Kensuke	S12	EVS12-063_C	CH	R	C	EV/S12-063	0	0	2000	1	0	Glasses, Camera	Sorry about that. The trouble back then was due to his kid sister getting hurt	[S] [(2) Put this card to REST] Choose one Character card in your Waiting Room and return it to your hand.		
The 7th Apostle	S12	EVS12-064_C	CH	R	C	EV/S12-064	0	0	2500	1	0	Mystery		[A] [(2)] When this card is put into the Waiting Room form the Stage, you may pay the cost. If you do so, choose one <Mystery> Character in your Waiting Room and return it to your hand.		
Preparing for Launch Asuka	S12	EVS12-065_C	CH	R	C	EV/S12-065	0	0	3000	1	0	Pilot, Military	Misato: "The power of all three of you are needed. Needed to make a miracle happen"			
The 8th Apostle	S12	EVS12-066_C	CH	R	C	EV/S12-066	1	0	3500	1	0	Mystery	Aoba: "Target has transformed! Distance 12,000!"	[A] When this card is put to REVERSE in battle and the Character in battle with this card is Level 1 and below, you may put that Character to REVERSE.		
Monopoly? Asuka	S12	EVS12-067_C	CH	R	C	EV/S12-067	1	1	1000	1	0	Pilot, Military	That's fine, but I'm not offering you any of my bento	[A] [Put one card from your hand to the Waiting Room] When this card is played onto your Stage from your hand, you may pay the cost. If you do so, choose one <Pilot> Character in your Waiting Room and return it to your hand.	[S] BACKUP 2000 Level 1 [(1) Put this card from your hand to your Waiting Room] Choose one of your Characters that have been Front Attacked, that Character gains +2000 Power for that turn.	
Asuka from the Purification Experiment Institution	S12	EVS12-068_C	CH	R	C	EV/S12-068	1	1	7000	1	0	Pilot, Military	Live your precious life to the fullest			
Evangelion Legitamate Practical Use Unit 02	S12	EVS12-069_C	CH	R	C	EV/S12-069	2	1	8500	1	1	Mecha, Weapon	Asuka: "No way! I won't make it in time!"			
The 9th Apostle	S12	EVS12-070_C	CH	R	C	EV/S12-070	2	2	8500	2	1	Mecha, Mystery	Fuyutsuki: "Corrosion type, eh... Annoying"	[A] [(1)] When this card puts to REVERSE a Level 2 and above Character in battle, you may pay the cost. If you do so, choose 1 Character from your Waiting Room and return that card to your hand.		
Sealed Unit 02	S12	EVS12-071_U	EV	R	U	EV/S12-071	1	1			0		Ritsuko: "EVA is weaponry made for actual combat. Of course we would have backups... Including pilots"	Choose up to 1 Character in your Waiting Room with [CHANGE] and add that card to your hand. Choose one of your Characters, that Character gains +2000 Power for that turn.		
Sterilization	S12	EVS12-072_U	EV	R	U	EV/S12-072	2	2			0		Kaji: "It's just a little troublesome"	Choose one of your opponent's Level 2 or below Character and send that card to the Waiting Room.		
The Worst Possible Situation	S12	EVS12-073_CR	CX	R	CR	EV/S12-073					D		Of course... I am laughing	[C] All your Characters gain +1000 Power and +1 Soul.	(Door: When this card is Triggered, you may choose one Character card in your Waiting Room and add that card to your hand.)	
The Finishing Blow	S12	EVS12-074_CC	CX	R	CC	EV/S12-074					2		Asuka: "Take this!!"	[A] When this card is played onto your Climax area, put the top card of your Deck into your Stock. All your Characters gain +1 Soul for that turn.		
Three on One	S12	EVS12-075_CC	CX	R	CC	EV/S12-075					2		Rei: "EVA-02, Core" Asuka: "I know!"	[A] When this card is played onto your Climax area, draw 1 card. Choose one of your Characters, that Character gains +2000 Power and +1 Soul for that turn.		
Emergency Summon Ayanami	S12	EVS12-076_RR	CH	B	RR	EV/S12-076	0	0	4000	1	0	Pilot, Eyepatch	I'll go first	[A] When this card is played from your hand onto the Stage, put the top 2 cards of your Deck into the Waiting Room. If there is a Climax Card among those cards, put this card to REST.		
Unit 0 Pilot Ayanami	S12	EVS12-077_RR	CH	B	RR	EV/S12-077	1	0	3000	1	0	Pilot	Misato: "I'll wager everything on the EVAs and all of you"	[A] When this card is played onto the Stage from your hand, look at the top card of your Deck and put it on top or at the bottom of your Deck.	[A] Bond / <<Evangelion Prototype Unit 0 (Revised)>> [(1)] (When this card is played onto your Stage from your hand you may pay the cost. If you do so, choose one <<Evangelion Prototype Unit 0 (Revised)>> in your Waiting Room and add it to your hand.)	
Classmate Ayanami	S12	EVS12-078_R	CH	B	R	EV/S12-078	0	0	500	1	0	Pilot	...T-thanks	[C] ASSIST All of your Characters in front of this card gain +500 Power.	[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains the following ability. <<[S] [Put this card to REST] Choose one of your <Mecha> or <Pilot> Characters, that Character gains +1000 Power for that turn.>>	
Evangelion Prototype Unit 0 (Revised)	S12	EVS12-079_R	CH	B	R	EV/S12-079	1	0	500	1	0	Mecha, Weapon	Misato: "Deploy"	[C] All your other <Pilot> Characters gain +500 Power	[S] BACKUP 1500 Level 1 [Put this card from your hand into the Waiting Room] (Choose 1 of your Characters that has been Front Attacked, that Character gains +1500 Power for that turn.)	
Giving Orders Gendou	S12	EVS12-080_R	CH	B	R	EV/S12-080	1	1	4000	1	1	Glasses, Glove	EVA-03, as of now, is to be discarded. Observation target identified as 9th Angel	[C] All your other <Pilot> Characters gain +500 Power	[A] [(3)] At the start of your Climax Phase, reveal the top card of your Deck. If that card is a <Pilot> Character with a levellower than your level, you may pay the cost. If you do so, place that Character in any border on your Stage.(If not return the card to its original.)	
In Charge of Defence Ayanami	S12	EVS12-081_R	CH	B	R	EV/S12-081	2	1	7000	1	1	Pilot	...Here's the schedule for Operation Yashima that is to commence at 0000 hours tomorrow	[A] CHANGE [(2) Put one card from your hand and this card to the Waiting Room] At the start of your Climax Phase you may pay the cost. If you do so, choose one <<Ayanami Who Swore to Protect Shinji>> in your Waiting Room and place it in the border this card was in.	[S] [Put two of your Characters to REST] Choose one of your <Pilot> or <Mecha> Characters, that Character gains +1000 Power until the end of your opponent's turn.	
Ayanami Who Swore to Protect Shinji	S12	EVS12-082_R	CH	B	R	EV/S12-082	3	2	10000	2	1	Pilot	Goodbye	[A] When this card is played onto the Stage from your hand or through CHANGE, you ma put the top card of your Clock into the Waiting Room.	[A] [Put one <<Ayanami's Smile>> from your hand to the Waiting Room] At the start of your opponent's Attack Phase and this card is in your Front Row, you may pay the cost. If you do so, choose one of your other Characters. That Character and this card gain +3500 for that turn.	
Akagi Ritsuko	S12	EVS12-083_U	CH	B	U	EV/S12-083	0	0	2000	1	0	Science	You're 12 minutes late than the ETA. That's why I decide to come and meet you	[A] When this card is played onto your Stage from the hand, look at the top card of your deck and put it at the top or bottom of your Deck.	[S] [Put this card to REST] Choose one of your <Pilot> or <Mecha> Characters, that Character gains +1000 Power for that turn.	
Smiling Ayanami	S12	EVS12-084_U	CH	B	U	EV/S12-084	0	0	2500	1	0	Pilot		[C] During your opponent's turn, this card gains +2000 Power if you have a <<Ikari Gendou>> on your Stage.		
Ayanami Rei	S12	EVS12-085_U	CH	B	U	EV/S12-085	1	0	5000	1	0	Pilot	...Delicious	[A] EXPERIENCE [(2)] When this card is played onto your Stage from your hand and the total level of the cards in your Level area is 2 or more, you may pay the cost. If you do so, draw 1 card.		
Battlecry Eva Unit 0 (Revised)	S12	EVS12-086_U	CH	B	U	EV/S12-086	2	1	7500	1	1	Mecha, Weapon	Rei: "I want to make it so Ikari-kun wouldn't have to pilot EVA"	[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains +1000.	[A] [(3)] When this card attacks and <<Self-Sacrificing Attack>> is in your Climax area you may pay the cost. If you do so, deal X damage to all players. X is equal to the number of cards in your hand.	
The 10th Apostle	S12	EVS12-087_U	CH	B	U	EV/S12-087	2	1	8000	1	1	Mystery		[S] [Put one Climax card from your hand to the Waiting Room] Put the top card of your Deck into your Waiting Room. If that is a <Mystery> Character, choose one of your Characters. That Character gains +X Power for that turn. X is equal to the Power of the card sent to the Waiting Room by this effect.		
Ikari Gendou	S12	EVS12-088_C	CH	B	C	EV/S12-088	0	0	1000	1	0	Glasses, Glove	NERV is built for that purpose	[C] All your other Characters with <<Ayanami>> in the name gain +500 Power.	[S] [(2) Put this card to REST] Draw 1 card.	
Fuyutsuki Kouzou	S12	EVS12-089_C	CH	B	C	EV/S12-089	0	0	1500	1	0	-	It has been three years since we saw each other...	[S] [Put two of your Characters to REST] Look at the top card of your Deck and put it on top or at the bottom of your Deck.	[S] [(1)] Draw 1 card, then choose one card from your hand and put it in your Waiting Room.	
Bandaged Ayanami	S12	EVS12-090_C	CH	B	C	EV/S12-090	0	0	3000	1	0	Pilot, Eyepatch				
Evangelion Prototype Unit 0	S12	EVS12-091_C	CH	B	C	EV/S12-091	0	0	3000	1	0	Mecha, Weapon	Main conducting system is in chaos and is unsettled!	[C] If you have 1 or less Characters in your Back Row, this card cannot atack.	[C] This card gains +1000 Power during your opponent's turn.	
The 6th Apostle	S12	EVS12-092_C	CH	B	C	EV/S12-092	1	0	5500	1	0	Mystery				
At Home Ayanami	S12	EVS12-093_C	CH	B	C	EV/S12-093	1	1	6000	1	0	Pilot		[A] [(1)] When this card attacks and you have <<Will You Move Away?>> in your Climax area, you may pay the cost. If you do so, choose one of your opponent's Level 1 and below Character in the Front Row and put that card at the bottom of your opponent's Deck.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Reunion Ritsuko	S12	EVS12-094_C	CH	B	C	EV/S12-094	2	1	7000	1	1	Science, Glasses	Ryo-chan, it has been a while	[A] [(1)] When this card puts to REVERSE a Level 2 and above Character in battle, you may pay the cost. If you do so, draw 1 card.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Greeting Ayanami	S12	EVS12-095_C	CH	B	C	EV/S12-095	2	2	9000	2	1	Pilot	...Good morning			
